Lake,Date,Time,Site,Depth_tenth_m,Depth_m,Temp,SpCnd,ChlaRFU,Chla,PCRFU,PC,Turb,DOSat,DOConc,pH
Skaneateles,10/28/19,8:39:07,SKLT(1),0,0,12.641,284.3,0.2,0.69,0.18,0.19,0,94.3,10.01,7.94
Skaneateles,10/28/19,8:39:17,SKLT(1),0.1,0,12.646,284.3,0.19,0.67,0.21,0.22,0,94.7,10.05,7.94
Skaneateles,10/28/19,8:39:27,SKLT(1),0.2,0,12.645,284.3,0.18,0.6,0.19,0.2,0,95,10.08,7.94
Skaneateles,10/28/19,8:39:37,SKLT(1),0.4,0,12.647,284.3,0.17,0.59,0.2,0.21,0,95.1,10.09,7.94
Skaneateles,10/28/19,8:39:57,SKLT(1),0.5,1,12.652,284.3,0.21,0.72,0.17,0.18,0,95.2,10.1,7.94
Skaneateles,10/28/19,8:40:07,SKLT(1),0.6,1,12.652,284.3,0.2,0.68,0.21,0.21,0,95.2,10.1,7.93
Skaneateles,10/28/19,8:40:17,SKLT(1),1.2,1,12.653,284.3,0.2,0.69,0.2,0.2,0,95.2,10.1,7.93
Skaneateles,10/28/19,8:40:27,SKLT(1),1.4,1,12.653,284.3,0.19,0.67,0.17,0.18,0,95.2,10.1,7.93
Skaneateles,10/28/19,8:40:37,SKLT(1),1.5,2,12.654,284.3,0.16,0.53,0.17,0.18,0,95.2,10.11,7.93
Skaneateles,10/28/19,8:40:47,SKLT(1),2,2,12.652,284.3,0.19,0.64,0.18,0.19,0,95.2,10.1,7.93
Skaneateles,10/28/19,8:40:57,SKLT(1),2.5,2,12.652,284.3,0.2,0.68,0.22,0.23,0,95.2,10.1,7.92
Skaneateles,10/28/19,8:41:07,SKLT(1),2.7,3,12.653,284.3,0.18,0.6,0.17,0.18,0,95.2,10.1,7.92
Skaneateles,10/28/19,8:41:17,SKLT(1),3,3,12.651,284.3,0.19,0.67,0.2,0.21,0,95.2,10.1,7.92
Skaneateles,10/28/19,8:41:27,SKLT(1),3.4,3,12.65,284.3,0.17,0.59,0.18,0.18,0,95.2,10.1,7.92
Skaneateles,10/28/19,8:41:37,SKLT(1),3.7,4,12.65,284.3,0.18,0.6,0.17,0.18,0,95.2,10.1,7.92
Skaneateles,10/28/19,8:41:47,SKLT(1),3.9,4,12.65,284.3,0.18,0.63,0.25,0.26,0,95.2,10.1,7.92
Skaneateles,10/28/19,8:41:57,SKLT(1),4,4,12.651,284.3,0.185,0.63,0.175,0.18,0,95.1,10.09,7.92
Skaneateles,10/28/19,8:42:17,SKLT(1),4.3,4,12.651,284.3,0.18,0.61,0.18,0.19,0,95.1,10.09,7.91
Skaneateles,10/28/19,8:42:27,SKLT(1),4.6,5,12.651,284.3,0.17,0.56,0.18,0.19,0,95,10.08,7.91
Skaneateles,10/28/19,8:42:37,SKLT(1),4.8,5,12.652,284.3,0.23,0.8,0.19,0.2,0,95.1,10.09,7.91
Skaneateles,10/28/19,8:42:47,SKLT(1),5,5,12.652,284.3,0.18,0.59,0.18,0.18,0,95.1,10.09,7.91
Skaneateles,10/28/19,8:42:57,SKLT(1),5.1,5,12.6545,284.3,0.185,0.63,0.16,0.165,0,95,10.08,7.91
Skaneateles,10/28/19,8:43:17,SKLT(1),5.3,5,12.653,284.3,0.2,0.68,0.19,0.19,0,95,10.08,7.91
Skaneateles,10/28/19,8:43:27,SKLT(1),5.5,5,12.65,284.3,0.18,0.61,0.2,0.21,0,95,10.09,7.91
Skaneateles,10/28/19,8:43:37,SKLT(1),5.6,6,12.651,284.3,0.15,0.48,0.19,0.19,0,95,10.08,7.91
Skaneateles,10/28/19,8:43:47,SKLT(1),5.7,6,12.644,284.3,0.17,0.59,0.17,0.18,0,95,10.08,7.91
Skaneateles,10/28/19,8:43:57,SKLT(1),5.8,6,12.639,284.3,0.16,0.54,0.16,0.16,0,94.9,10.08,7.91
Skaneateles,10/28/19,8:44:07,SKLT(1),6,6,12.638,284.3,0.18,0.62,0.21,0.22,0,94.9,10.07,7.91
Skaneateles,10/28/19,8:44:17,SKLT(1),6.1,6,12.627,284.2,0.18,0.63,0.17,0.18,0,94.8,10.07,7.91
Skaneateles,10/28/19,8:44:27,SKLT(1),6.3,6,12.609,284.3,0.16,0.54,0.2,0.21,0,94.8,10.07,7.9
Skaneateles,10/28/19,8:44:37,SKLT(1),6.4,6,12.588,284.3,0.18,0.6,0.17,0.18,0,94.7,10.07,7.9
Skaneateles,10/28/19,8:44:47,SKLT(1),6.6,7,12.549,284.3,0.17,0.56,0.19,0.2,0,94.6,10.06,7.89
Skaneateles,10/28/19,8:44:57,SKLT(1),6.8,7,12.511,284.1,0.18,0.61,0.19,0.2,0,94.3,10.04,7.88
Skaneateles,10/28/19,8:45:07,SKLT(1),6.9,7,12.422,284.2,0.15,0.5,0.18,0.18,0,94.1,10.04,7.88
Skaneateles,10/28/19,8:45:17,SKLT(1),7.1,7,12.3375,284.5,0.165,0.535,0.18,0.18,0,94.1,10.05,7.87
Skaneateles,10/28/19,8:45:37,SKLT(1),7.3,7,12.253,284.2,0.16,0.52,0.19,0.19,0,93.8,10.04,7.86
Skaneateles,10/28/19,8:45:47,SKLT(1),7.4,7,12.171,284.5,0.16,0.54,0.19,0.19,0,93.9,10.07,7.85
Skaneateles,10/28/19,8:45:57,SKLT(1),7.7,8,12.104,284.4,0.19,0.65,0.24,0.25,0,93.7,10.07,7.84
Skaneateles,10/28/19,8:46:07,SKLT(1),7.9,8,12.051,284.6,0.15,0.48,0.23,0.23,0,93.7,10.08,7.83
Skaneateles,10/28/19,8:46:17,SKLT(1),8,8,12.029,284.8,0.17,0.575,0.2,0.2,0,93.8,10.095,7.825
Skaneateles,10/28/19,8:46:37,SKLT(1),8.3,8,12.016,284.8,0.17,0.57,0.19,0.2,0,93.7,10.09,7.82
Skaneateles,10/28/19,8:46:47,SKLT(1),8.5,8,12.01,284.8,0.17,0.57,0.22,0.23,0,93.7,10.09,7.81
Skaneateles,10/28/19,8:46:57,SKLT(1),8.7,9,12.002,284.8,0.17,0.56,0.16,0.16,0,93.7,10.09,7.81
Skaneateles,10/28/19,8:47:07,SKLT(1),8.9,9,11.995,284.9,0.16,0.52,0.19,0.2,0,93.7,10.09,7.8
Skaneateles,10/28/19,8:47:17,SKLT(1),9.1,9,11.984,284.8,0.17,0.56,0.17,0.17,0,93.6,10.09,7.79
Skaneateles,10/28/19,8:47:27,SKLT(1),9.3,9,11.975,284.8,0.18,0.6,0.19,0.2,0,93.6,10.09,7.79
Skaneateles,10/28/19,8:47:37,SKLT(1),9.6,10,11.955,284.8,0.16,0.53,0.2,0.21,0,93.6,10.08,7.79
Skaneateles,10/28/19,8:47:47,SKLT(1),9.8,10,11.934,284.8,0.14,0.46,0.19,0.2,0,93.5,10.09,7.78
Skaneateles,10/28/19,8:47:57,SKLT(1),9.9,10,11.919,284.8,0.17,0.56,0.21,0.22,0,93.5,10.09,7.78
Skaneateles,10/28/19,8:48:07,SKLT(1),10,10,11.905,284.8,0.14,0.46,0.22,0.23,0,93.5,10.09,7.77
Skaneateles,10/28/19,8:48:17,SKLT(1),10.1,10,11.895,284.9,0.17,0.57,0.16,0.17,0,93.5,10.1,7.77
Skaneateles,10/28/19,8:48:27,SKLT(1),10.3,10,11.886,284.8,0.18,0.62,0.23,0.24,0,93.4,10.08,7.76
Skaneateles,10/28/19,8:48:37,SKLT(1),10.4,10,11.874,284.9,0.17,0.57,0.19,0.2,0,93.4,10.08,7.76
Skaneateles,10/28/19,8:48:47,SKLT(1),10.7,11,11.867,284.9,0.18,0.61,0.17,0.17,0,93.4,10.09,7.76
Skaneateles,10/28/19,8:48:57,SKLT(1),11,11,11.863,285,0.17,0.58,0.18,0.19,0.219,93.4,10.09,7.75
Skaneateles,10/28/19,8:49:07,SKLT(1),11.2,11,11.857,285,0.16,0.54,0.22,0.23,0,93.4,10.09,7.75
Skaneateles,10/28/19,8:49:17,SKLT(1),11.4,11,11.851,285,0.17,0.56,0.21,0.22,0,93.3,10.08,7.75
Skaneateles,10/28/19,8:49:27,SKLT(1),11.5,12,11.844,284.9,0.15,0.51,0.2,0.21,0,93.3,10.08,7.74
Skaneateles,10/28/19,8:49:37,SKLT(1),11.7,12,11.831,284.9,0.14,0.43,0.24,0.25,0,93.2,10.08,7.74
Skaneateles,10/28/19,8:49:47,SKLT(1),11.8,12,11.819,284.8,0.15,0.5,0.19,0.2,0,93.2,10.08,7.74
Skaneateles,10/28/19,8:49:57,SKLT(1),11.9,12,11.802,284.8,0.16,0.51,0.21,0.22,0,93.1,10.08,7.73
Skaneateles,10/28/19,8:50:07,SKLT(1),12,12,11.749,284.85,0.185,0.625,0.2,0.21,0,93,10.07,7.725
Skaneateles,10/28/19,8:50:27,SKLT(1),12.1,12,11.713,285,0.18,0.63,0.2,0.2,0,93.1,10.09,7.72
Skaneateles,10/28/19,8:50:37,SKLT(1),12.3,12,11.687,284.7,0.16,0.54,0.22,0.23,0,92.8,10.06,7.72
Skaneateles,10/28/19,8:50:47,SKLT(1),12.4,12,11.619,284.7,0.17,0.58,0.25,0.25,0,92.7,10.06,7.71
Skaneateles,10/28/19,8:50:57,SKLT(1),12.5,13,11.547,284.9,0.15,0.49,0.23,0.24,0,92.6,10.07,7.7
Skaneateles,10/28/19,8:51:07,SKLT(1),12.6,13,11.499,285,0.18,0.61,0.2,0.21,0,92.6,10.08,7.7
Skaneateles,10/28/19,8:51:17,SKLT(1),12.7,13,11.486,285.1,0.17,0.57,0.18,0.19,0,92.6,10.09,7.69
Skaneateles,10/28/19,8:51:27,SKLT(1),12.9,13,11.434,285.05,0.175,0.58,0.235,0.245,0,92.5,10.09,7.675
Skaneateles,10/28/19,8:51:47,SKLT(1),13,13,11.401,285.2,0.17,0.58,0.21,0.21,0,92.5,10.1,7.67
Skaneateles,10/28/19,8:51:57,SKLT(1),13.1,13,11.392,285.3,0.165,0.55,0.21,0.22,0,92.5,10.1,7.665
Skaneateles,10/28/19,8:52:17,SKLT(1),13.4,13,11.354,285.2,0.16,0.55,0.2,0.2,0,92.3,10.09,7.66
Skaneateles,10/28/19,8:52:27,SKLT(1),13.7,14,11.312,285.2,0.15,0.47,0.22,0.23,0,92.3,10.09,7.65
Skaneateles,10/28/19,8:52:37,SKLT(1),14.1,14,11.23,285.3,0.17,0.57,0.21,0.22,0,92.1,10.09,7.64
Skaneateles,10/28/19,8:52:47,SKLT(1),14.2,14,11.195,285.4,0.15,0.49,0.19,0.2,0,92.1,10.1,7.64
Skaneateles,10/28/19,8:52:57,SKLT(1),14.4,14,11.159,285.6,0.18,0.6,0.2,0.21,0,92.1,10.11,7.63
Skaneateles,10/28/19,8:53:07,SKLT(1),14.7,15,11.136,285.6,0.16,0.53,0.23,0.24,0,92.1,10.11,7.63
Skaneateles,10/28/19,8:53:17,SKLT(1),14.8,15,11.124,285.7,0.15,0.5,0.21,0.22,0,92,10.11,7.62
Skaneateles,10/28/19,8:53:27,SKLT(1),14.9,15,11.118,285.7,0.15,0.51,0.23,0.23,0,92,10.1,7.62
Skaneateles,10/28/19,8:53:37,SKLT(1),15.1,15,11.101,285.6,0.15,0.51,0.21,0.22,0,92,10.11,7.6
Skaneateles,10/28/19,8:53:47,SKLT(1),15.2,15,11.08,285.6,0.15,0.51,0.23,0.24,0,91.9,10.11,7.6
Skaneateles,10/28/19,8:53:57,SKLT(1),15.3,15,11.065,285.7,0.18,0.62,0.22,0.22,0,91.9,10.11,7.59
Skaneateles,10/28/19,8:54:07,SKLT(1),15.4,15,11.055,285.7,0.16,0.52,0.22,0.23,0,91.9,10.11,7.59
Skaneateles,10/28/19,8:54:17,SKLT(1),15.5,16,11.043,285.6,0.19,0.66,0.2,0.2,0,91.9,10.11,7.59
Skaneateles,10/28/19,8:54:27,SKLT(1),15.7,16,11.025,285.7,0.17,0.56,0.23,0.24,0,91.8,10.11,7.58
Skaneateles,10/28/19,8:54:37,SKLT(1),15.8,16,11.005,285.7,0.18,0.6,0.23,0.23,0,91.8,10.11,7.58
Skaneateles,10/28/19,8:54:47,SKLT(1),15.9,16,10.984,285.7,0.14,0.46,0.2,0.21,0,91.8,10.12,7.57
Skaneateles,10/28/19,8:54:57,SKLT(1),16,16,10.958,285.8,0.17,0.59,0.25,0.26,0,91.7,10.11,7.57
Skaneateles,10/28/19,8:55:07,SKLT(1),16.1,16,10.938,285.8,0.17,0.59,0.23,0.23,0,91.7,10.11,7.57
Skaneateles,10/28/19,8:55:17,SKLT(1),16.3,16,10.915,285.8,0.15,0.5,0.22,0.23,0,91.6,10.11,7.56
Skaneateles,10/28/19,8:55:27,SKLT(1),16.5,17,10.881,285.8,0.17,0.56,0.24,0.25,0,91.5,10.11,7.56
Skaneateles,10/28/19,8:55:37,SKLT(1),16.8,17,10.858,285.8,0.17,0.59,0.19,0.19,0,91.5,10.11,7.55
Skaneateles,10/28/19,8:55:47,SKLT(1),17,17,10.818,285.8,0.14,0.44,0.22,0.23,0,91.5,10.12,7.55
Skaneateles,10/28/19,8:55:57,SKLT(1),17.2,17,10.771,285.9,0.16,0.54,0.21,0.21,0,91.3,10.12,7.54
Skaneateles,10/28/19,8:56:07,SKLT(1),17.3,17,10.733,285.7,0.18,0.61,0.21,0.22,0,91.2,10.11,7.53
Skaneateles,10/28/19,8:56:17,SKLT(1),17.5,17,10.62,285.7,0.16,0.52,0.21,0.22,0,90.9,10.11,7.52
Skaneateles,10/28/19,8:56:27,SKLT(1),17.6,18,10.542,285.8,0.15,0.5,0.21,0.22,0,90.9,10.12,7.51
Skaneateles,10/28/19,8:56:37,SKLT(1),17.8,18,10.399,286,0.13,0.41,0.25,0.26,0,90.6,10.12,7.5
Skaneateles,10/28/19,8:56:47,SKLT(1),18,18,10.28,286.1,0.15,0.49,0.22,0.23,0,90.4,10.13,7.49
Skaneateles,10/28/19,8:56:57,SKLT(1),18.1,18,10.1865,286.6,0.135,0.45,0.24,0.25,0,90.55,10.165,7.475
Skaneateles,10/28/19,8:57:17,SKLT(1),18.2,18,10.159,286.7,0.15,0.48,0.25,0.26,0,90.5,10.17,7.46
Skaneateles,10/28/19,8:57:27,SKLT(1),18.4,18,10.114,286.5,0.14,0.45,0.25,0.26,0,90.4,10.17,7.45
Skaneateles,10/28/19,8:57:37,SKLT(1),18.6,19,10.066,286.7,0.14,0.47,0.24,0.25,0,90.4,10.18,7.44
Skaneateles,10/28/19,8:57:47,SKLT(1),18.7,19,10.044,286.8,0.15,0.48,0.21,0.22,0,90.4,10.18,7.43
Skaneateles,10/28/19,8:57:57,SKLT(1),18.8,19,10.034,286.9,0.14,0.47,0.23,0.24,0,90.4,10.19,7.43
Skaneateles,10/28/19,8:58:07,SKLT(1),18.9,19,10.012,286.9,0.11,0.34,0.27,0.27,0,90.3,10.18,7.42
Skaneateles,10/28/19,8:58:17,SKLT(1),19,19,9.986,286.9,0.17,0.55,0.24,0.25,0,90.3,10.19,7.41
Skaneateles,10/28/19,8:58:27,SKLT(1),19.1,19,9.961,287,0.14,0.44,0.22,0.23,0,90.3,10.19,7.41
Skaneateles,10/28/19,8:58:37,SKLT(1),19.2,19,9.939,286.9,0.16,0.52,0.26,0.27,0,90.2,10.19,7.4
Skaneateles,10/28/19,8:58:47,SKLT(1),19.3,19,9.917,287,0.12,0.39,0.2,0.21,0,90.3,10.21,7.4
Skaneateles,10/28/19,8:58:57,SKLT(1),19.4,19,9.906,287,0.14,0.46,0.25,0.25,0,90.3,10.2,7.39
Skaneateles,10/28/19,8:59:07,SKLT(1),19.5,19,9.892,286.8,0.15,0.51,0.26,0.27,0,90.1,10.19,7.38
Skaneateles,10/28/19,8:59:17,SKLT(1),19.6,20,9.867,286.9,0.15,0.5,0.23,0.24,0,90.1,10.2,7.38
Skaneateles,10/28/19,8:59:27,SKLT(1),19.8,20,9.85,286.9,0.16,0.54,0.23,0.24,0,90.2,10.21,7.38
Skaneateles,10/28/19,8:59:37,SKLT(1),19.9,20,9.7995,286.95,0.13,0.415,0.25,0.26,0,90.1,10.21,7.37
Skaneateles,10/28/19,8:59:57,SKLT(1),20,20,9.762,287,0.14,0.44,0.25,0.26,0,90.1,10.22,7.37
Skaneateles,10/28/19,9:00:07,SKLT(1),20.1,20,9.7005,287.1,0.14,0.455,0.235,0.245,0,90.05,10.23,7.355
Skaneateles,10/28/19,9:00:37,SKLT(1),20.3,20,9.673,287.2,0.16,0.54,0.27,0.28,0,90,10.23,7.35
Skaneateles,10/28/19,9:00:47,SKLT(1),20.6,21,9.649,286.9,0.15,0.51,0.28,0.29,0,89.8,10.21,7.34
Skaneateles,10/28/19,9:00:57,SKLT(1),20.9,21,9.554,287,0.16,0.55,0.23,0.24,0,89.6,10.21,7.34
Skaneateles,10/28/19,9:01:07,SKLT(1),21.1,21,9.495,287.1,0.13,0.41,0.29,0.3,0,89.6,10.23,7.33
Skaneateles,10/28/19,9:01:17,SKLT(1),21.5,21,9.398,286.7,0.14,0.46,0.23,0.24,0,89.4,10.23,7.32
Skaneateles,10/28/19,9:01:27,SKLT(1),21.6,22,9.252,286.9,0.13,0.41,0.23,0.24,0,89.1,10.23,7.31
Skaneateles,10/28/19,9:01:37,SKLT(1),21.8,22,9.089,287,0.13,0.42,0.26,0.27,0,88.9,10.24,7.3
Skaneateles,10/28/19,9:01:47,SKLT(1),22,22,8.952,287.2,0.14,0.45,0.28,0.29,0,88.7,10.26,7.29
Skaneateles,10/28/19,9:01:57,SKLT(1),22.3,22,8.788,287.4,0.14,0.46,0.25,0.26,0,88.5,10.27,7.27
Skaneateles,10/28/19,9:02:07,SKLT(1),22.5,23,8.653,287.5,0.14,0.45,0.28,0.29,0,88.3,10.29,7.26
Skaneateles,10/28/19,9:02:17,SKLT(1),22.7,23,8.528,286.7,0.11,0.35,0.24,0.25,0,87.8,10.25,7.25
Skaneateles,10/28/19,9:02:27,SKLT(1),22.9,23,8.365,287.1,0.14,0.47,0.27,0.28,0,87.6,10.27,7.23
Skaneateles,10/28/19,9:02:37,SKLT(1),23.1,23,8.235,287.5,0.15,0.49,0.27,0.27,0,87.6,10.3,7.22
Skaneateles,10/28/19,9:02:47,SKLT(1),23.3,23,8.14,287.9,0.14,0.43,0.29,0.3,0,87.5,10.32,7.2
Skaneateles,10/28/19,9:02:57,SKLT(1),23.5,23,8.066,288,0.12,0.37,0.27,0.28,0,87.5,10.34,7.19
Skaneateles,10/28/19,9:03:07,SKLT(1),23.6,24,8.009,288.2,0.12,0.36,0.24,0.25,0,87.5,10.35,7.18
Skaneateles,10/28/19,9:03:17,SKLT(1),23.9,24,7.974,288.3,0.13,0.42,0.29,0.29,0,87.5,10.36,7.17
Skaneateles,10/28/19,9:03:27,SKLT(1),24.1,24,7.942,288.5,0.12,0.38,0.23,0.24,0,87.5,10.37,7.16
Skaneateles,10/28/19,9:03:37,SKLT(1),24.2,24,7.917,288.4,0.13,0.4,0.25,0.26,0,87.4,10.36,7.15
Skaneateles,10/28/19,9:03:47,SKLT(1),24.4,24,7.878,288.6,0.15,0.5,0.29,0.3,0,87.4,10.37,7.14
Skaneateles,10/28/19,9:03:57,SKLT(1),24.5,24,7.86,288.7,0.11,0.33,0.29,0.3,0,87.4,10.38,7.13
Skaneateles,10/28/19,9:04:07,SKLT(1),24.6,25,7.844,288.8,0.14,0.45,0.29,0.3,0,87.4,10.38,7.13
Skaneateles,10/28/19,9:04:17,SKLT(1),24.7,25,7.834,288.8,0.12,0.37,0.31,0.32,0,87.4,10.39,7.12
Skaneateles,10/28/19,9:04:27,SKLT(1),24.9,25,7.823,288.8,0.11,0.35,0.31,0.31,0,87.4,10.38,7.11
Skaneateles,10/28/19,9:04:37,SKLT(1),25.1,25,7.8015,288.8,0.125,0.385,0.295,0.305,0,87.4,10.39,7.105
Skaneateles,10/28/19,9:04:57,SKLT(1),25.4,25,7.77,288.6,0.12,0.37,0.28,0.29,0,87.3,10.38,7.1
Skaneateles,10/28/19,9:05:07,SKLT(1),25.9,26,7.625,287.7,0.15,0.48,0.28,0.29,0,86.6,10.34,7.09
Skaneateles,10/28/19,9:05:17,SKLT(1),26.2,26,7.449,288.5,0.11,0.31,0.27,0.27,0,86.6,10.39,7.08
Skaneateles,10/28/19,9:05:27,SKLT(1),26.5,27,7.378,289,0.15,0.47,0.29,0.3,0,86.8,10.43,7.08
Skaneateles,10/28/19,9:05:37,SKLT(1),26.9,27,7.359,289.1,0.12,0.36,0.26,0.27,0,86.8,10.44,7.07
Skaneateles,10/28/19,9:05:47,SKLT(1),27.1,27,7.341,289.2,0.12,0.38,0.29,0.3,0,86.9,10.45,7.06
Skaneateles,10/28/19,9:05:57,SKLT(1),27.5,28,7.332,289.2,0.13,0.43,0.32,0.33,0,86.8,10.44,7.06
Skaneateles,10/28/19,9:06:07,SKLT(1),27.9,28,7.316,289.3,0.12,0.39,0.3,0.31,0,86.8,10.44,7.05
Skaneateles,10/28/19,9:06:17,SKLT(1),28.3,28,7.299,289,0.09,0.24,0.34,0.35,0,86.7,10.44,7.05
Skaneateles,10/28/19,9:06:27,SKLT(1),28.7,29,7.242,289,0.12,0.36,0.28,0.29,0,86.5,10.43,7.04
Skaneateles,10/28/19,9:06:37,SKLT(1),28.9,29,7.187,289.1,0.12,0.38,0.31,0.32,0,86.5,10.45,7.04
Skaneateles,10/28/19,9:06:47,SKLT(1),29,29,7.161,289.4,0.11,0.33,0.32,0.33,0,86.5,10.46,7.03
Skaneateles,10/28/19,9:06:57,SKLT(1),29.2,29,7.156,289.4,0.13,0.39,0.3,0.31,0,86.5,10.45,7.03
Skaneateles,10/28/19,9:07:07,SKLT(1),29.5,30,7.104,288.9,0.11,0.33,0.31,0.32,0,86.3,10.44,7.02
Skaneateles,10/28/19,9:07:17,SKLT(1),29.9,30,6.96,288.7,0.13,0.42,0.32,0.33,0,86,10.44,7.01
Skaneateles,10/28/19,9:07:27,SKLT(1),30.1,30,6.885,289.3,0.16,0.52,0.31,0.32,0,85.8,10.43,7
Skaneateles,10/28/19,9:07:37,SKLT(1),30.4,30,6.802,288.7,0.11,0.34,0.31,0.32,0,85.4,10.41,6.99
Skaneateles,10/28/19,9:07:47,SKLT(1),30.5,30.5,6.6895,289.35,0.125,0.385,0.305,0.315,0,85.55,10.455,6.985
Skaneateles,10/28/19,9:08:07,SKLT(1),30.7,31,6.628,289.6,0.11,0.32,0.28,0.29,0,85.5,10.47,6.97
Skaneateles,10/28/19,9:08:17,SKLT(1),30.9,31,6.59,289.4,0.11,0.33,0.3,0.31,0,85.5,10.48,6.97
Skaneateles,10/28/19,9:08:27,SKLT(1),31,31,6.553,289.9,0.1,0.3,0.31,0.32,0,85.5,10.49,6.96
Skaneateles,10/28/19,9:08:37,SKLT(1),31.1,31,6.543,289.9,0.1,0.28,0.34,0.34,0,85.6,10.5,6.96
Skaneateles,10/28/19,9:08:47,SKLT(1),31.3,31,6.52,289.9,0.11,0.31,0.31,0.32,0,85.6,10.5,6.95
Skaneateles,10/28/19,9:08:57,SKLT(1),31.5,32,6.497,290,0.13,0.41,0.27,0.28,0,85.6,10.51,6.95
Skaneateles,10/28/19,9:09:07,SKLT(1),31.8,32,6.479,290.1,0.1,0.27,0.33,0.34,0,85.5,10.51,6.94
Skaneateles,10/28/19,9:09:17,SKLT(1),32,32,6.463,290.1,0.13,0.41,0.33,0.34,0,85.5,10.51,6.94
Skaneateles,10/28/19,9:09:27,SKLT(1),32.2,32,6.454,290.2,0.13,0.4,0.34,0.34,0,85.6,10.52,6.94
Skaneateles,10/28/19,9:09:37,SKLT(1),32.3,32,6.445,290.2,0.1,0.3,0.32,0.33,0,85.6,10.53,6.93
Skaneateles,10/28/19,9:09:47,SKLT(1),32.4,32,6.433,290.25,0.125,0.395,0.31,0.315,0,85.55,10.525,6.93
Skaneateles,10/28/19,9:10:07,SKLT(1),32.6,33,6.423,290.3,0.12,0.38,0.31,0.32,0,85.5,10.53,6.92
Skaneateles,10/28/19,9:10:17,SKLT(1),32.8,33,6.416,290.4,0.11,0.34,0.31,0.32,0,85.6,10.53,6.92
Skaneateles,10/28/19,9:10:27,SKLT(1),33,33,6.414,290.4,0.12,0.38,0.34,0.35,0,85.6,10.54,6.92
Skaneateles,10/28/19,9:10:37,SKLT(1),33.2,33,6.418,290.4,0.115,0.36,0.31,0.32,0,85.6,10.54,6.915
Skaneateles,10/28/19,9:10:57,SKLT(1),33.4,33,6.416,290.3,0.14,0.46,0.33,0.34,0,85.6,10.54,6.91
Skaneateles,10/28/19,9:11:07,SKLT(1),33.5,34,6.409,290.3,0.14,0.44,0.33,0.33,0,85.6,10.54,6.91
Skaneateles,10/28/19,9:11:17,SKLT(1),33.7,34,6.404,290.4,0.11,0.35,0.29,0.3,0,85.6,10.54,6.91
Skaneateles,10/28/19,9:11:27,SKLT(1),33.9,34,6.4,290.4,0.13,0.42,0.32,0.33,0,85.6,10.54,6.91
Skaneateles,10/28/19,9:11:37,SKLT(1),34,34,6.399,290.4,0.11,0.35,0.29,0.3,0,85.6,10.54,6.91
Skaneateles,10/28/19,9:11:47,SKLT(1),34.2,34,6.399,290.4,0.12,0.36,0.33,0.34,0,85.6,10.54,6.91
Skaneateles,10/28/19,9:11:57,SKLT(1),34.4,34,6.397,290.4,0.11,0.35,0.33,0.33,0,85.7,10.55,6.91
Skaneateles,10/28/19,9:12:07,SKLT(1),34.5,34,6.398,290.4,0.13,0.42,0.35,0.35,0.069,85.6,10.54,6.91
Skaneateles,10/28/19,9:12:17,SKLT(1),34.6,35,6.394,290.3,0.125,0.4,0.32,0.33,0,85.6,10.54,6.905
Skaneateles,10/28/19,9:12:37,SKLT(1),34.8,35,6.385,290.4,0.13,0.41,0.34,0.35,0,85.6,10.54,6.9
Skaneateles,10/28/19,9:12:47,SKLT(1),34.9,35,6.375,290.4,0.11,0.34,0.29,0.3,0,85.6,10.55,6.9
Skaneateles,10/28/19,9:12:57,SKLT(1),35,35,6.369,290.5,0.13,0.41,0.33,0.34,0,85.6,10.55,6.9
Skaneateles,10/28/19,9:13:07,SKLT(1),35.1,35,6.369,290.4,0.1,0.3,0.32,0.32,0,85.6,10.54,6.9
Skaneateles,10/28/19,9:13:17,SKLT(1),35.2,35,6.368,290.4,0.13,0.41,0.33,0.34,0,85.6,10.55,6.9
Skaneateles,10/28/19,9:13:27,SKLT(1),35.3,35,6.369,290.4,0.11,0.34,0.32,0.33,0,85.6,10.55,6.9
Skaneateles,10/28/19,9:13:37,SKLT(1),35.4,35,6.365666667,290.4,0.11,0.336666667,0.326666667,0.333333333,0,85.6,10.54666667,6.9
Skaneateles,10/28/19,9:14:07,SKLT(1),35.5,36,6.363,290.4,0.11,0.33,0.34,0.35,0,85.6,10.55,6.9
Skaneateles,10/28/19,9:14:17,SKLT(1),35.7,36,6.357,290.4,0.14,0.44,0.335,0.345,0,85.6,10.55,6.9
Skaneateles,10/28/19,9:14:37,SKLT(1),35.8,36,6.355,290.5,0.11,0.32,0.35,0.36,0,85.6,10.56,6.9
Skaneateles,10/28/19,9:14:47,SKLT(1),35.9,36,6.354,290.4,0.13,0.41,0.33,0.34,0,85.6,10.55,6.9
Skaneateles,10/28/19,9:14:57,SKLT(1),36,36,6.341,290.3,0.15,0.48,0.3,0.31,0,85.6,10.56,6.9
Skaneateles,10/28/19,9:15:07,SKLT(1),36.2,36,6.336,290.5,0.11,0.32,0.33,0.33,0,85.6,10.55,6.9
Skaneateles,10/28/19,9:15:17,SKLT(1),36.3,36,6.334,290.5,0.13,0.43,0.32,0.33,0,85.6,10.56,6.9
Skaneateles,10/28/19,9:15:27,SKLT(1),36.4,36,6.335,290.4,0.15,0.49,0.34,0.34,0,85.5,10.55,6.9
Skaneateles,10/28/19,9:15:37,SKLT(1),36.5,37,6.325,290.4,0.1,0.3,0.32,0.33,0,85.6,10.55,6.9
