Lake,Date,Date/Time,Site,Depth_tenth_m,PC,Chla
Skaneateles,2/6/2019,2/6/2019 10:03,SKS1,0.2,0.1,0.2
Skaneateles,2/6/2019,2/6/2019 10:04,SKS1,0.3,0,0
Skaneateles,2/6/2019,2/6/2019 10:04,SKS1,0.3,0,0
Skaneateles,2/6/2019,2/6/2019 10:04,SKS1,0.4,0,0
Skaneateles,2/6/2019,2/6/2019 10:04,SKS1,0.5,0,0
Skaneateles,2/6/2019,2/6/2019 10:05,SKS1,0.7,0,0
Skaneateles,2/6/2019,2/6/2019 10:05,SKS1,0.6,0,0
Skaneateles,2/6/2019,2/6/2019 10:05,SKS1,0.7,0,0
Skaneateles,2/6/2019,2/6/2019 10:06,SKS1,1.5,0,0
Skaneateles,2/6/2019,2/6/2019 10:06,SKS1,2.4,0,0
Skaneateles,2/6/2019,2/6/2019 10:06,SKS1,3.2,0,0
Skaneateles,2/6/2019,2/6/2019 10:06,SKS1,4.3,0,0
Skaneateles,2/6/2019,2/6/2019 10:07,SKS1,5.4,0.1,0.1
Skaneateles,2/6/2019,2/6/2019 10:07,SKS1,5.5,0,0
Skaneateles,2/6/2019,2/6/2019 10:07,SKS1,5.6,0,0
Skaneateles,2/6/2019,2/6/2019 10:07,SKS1,5.7,0,0
Skaneateles,2/6/2019,2/6/2019 10:08,SKS1,6,0,0
Skaneateles,2/6/2019,2/6/2019 10:08,SKS1,6.9,0.1,0.1
Skaneateles,2/6/2019,2/6/2019 10:08,SKS1,7.3,0,0
Skaneateles,2/6/2019,2/6/2019 10:09,SKS1,8.6,0.1,0.1
Skaneateles,2/6/2019,2/6/2019 10:09,SKS1,10.4,0.1,0.2
Skaneateles,2/6/2019,2/6/2019 10:09,SKS1,11.1,0.2,0.2
Skaneateles,2/6/2019,2/6/2019 10:09,SKS1,11.1,0,0
Skaneateles,2/6/2019,2/6/2019 10:10,SKS1,11.2,0,0
Skaneateles,2/6/2019,2/6/2019 10:10,SKS1,12.4,0,0
Skaneateles,2/6/2019,2/6/2019 10:10,SKS1,14.5,0,0
Skaneateles,2/6/2019,2/6/2019 10:11,SKS1,15.8,0,0
Skaneateles,2/6/2019,2/6/2019 10:11,SKS1,17.7,0,0
Skaneateles,2/6/2019,2/6/2019 10:11,SKS1,19.2,0,0
Skaneateles,2/6/2019,2/6/2019 10:11,SKS1,19.4,0,0
Skaneateles,2/6/2019,2/6/2019 10:12,SKS1,19.4,0,0
Skaneateles,2/6/2019,2/6/2019 10:12,SKS1,21.8,0,0
Skaneateles,2/6/2019,2/6/2019 10:12,SKS1,23.6,0,0
Skaneateles,2/6/2019,2/6/2019 10:13,SKS1,25.3,0,0
Skaneateles,2/6/2019,2/6/2019 10:13,SKS1,26.5,0,0
Skaneateles,2/6/2019,2/6/2019 10:13,SKS1,28.2,0,0
Skaneateles,2/6/2019,2/6/2019 10:13,SKS1,29.3,0,0
Skaneateles,2/6/2019,2/6/2019 10:14,SKS1,29.6,0,0
Skaneateles,4/4/2019,4/4/2019 14:19,SKS1,0.2,0,0
Skaneateles,4/4/2019,4/4/2019 14:19,SKS1,0.3,0,0
Skaneateles,4/4/2019,4/4/2019 14:20,SKS1,0.3,0,0
Skaneateles,4/4/2019,4/4/2019 14:20,SKS1,0.4,0,0
Skaneateles,4/4/2019,4/4/2019 14:20,SKS1,0.5,0,0
Skaneateles,4/4/2019,4/4/2019 14:20,SKS1,0.5,0,0
Skaneateles,4/4/2019,4/4/2019 14:21,SKS1,0.6,0,0
Skaneateles,4/4/2019,4/4/2019 14:21,SKS1,0.7,0,0
Skaneateles,4/4/2019,4/4/2019 14:21,SKS1,0.9,0,0
Skaneateles,4/4/2019,4/4/2019 14:21,SKS1,1.3,0,0
Skaneateles,4/4/2019,4/4/2019 14:22,SKS1,1.7,0,0
Skaneateles,4/4/2019,4/4/2019 14:22,SKS1,2.3,0,0
Skaneateles,4/4/2019,4/4/2019 14:23,SKS1,3.4,0,0
Skaneateles,4/4/2019,4/4/2019 14:23,SKS1,5.9,0,0
Skaneateles,4/4/2019,4/4/2019 14:23,SKS1,8.1,0,0
Skaneateles,4/4/2019,4/4/2019 14:23,SKS1,9.7,0,0
Skaneateles,4/4/2019,4/4/2019 14:24,SKS1,10.6,0,0
Skaneateles,4/4/2019,4/4/2019 14:24,SKS1,10.6,0,0
Skaneateles,4/4/2019,4/4/2019 14:24,SKS1,10.9,0,0
Skaneateles,4/4/2019,4/4/2019 14:25,SKS1,11.2,0,0
Skaneateles,4/4/2019,4/4/2019 14:25,SKS1,11.4,0,0
Skaneateles,4/4/2019,4/4/2019 14:25,SKS1,13.7,0,0
Skaneateles,4/4/2019,4/4/2019 14:25,SKS1,17.6,0,0
Skaneateles,4/4/2019,4/4/2019 14:26,SKS1,19.8,0,0
Skaneateles,4/4/2019,4/4/2019 14:26,SKS1,19.6,0,0
Skaneateles,4/4/2019,4/4/2019 14:26,SKS1,19.4,0,0
Skaneateles,4/4/2019,4/4/2019 14:26,SKS1,19.3,0,0
Skaneateles,4/4/2019,4/4/2019 14:27,SKS1,19.2,0,0
Skaneateles,4/4/2019,4/4/2019 14:27,SKS1,19.9,0,0
Skaneateles,4/4/2019,4/4/2019 14:27,SKS1,20.6,0,0
Skaneateles,4/4/2019,4/4/2019 14:28,SKS1,23,0,0
Skaneateles,5/16/2019,5/16/2019 8:50,SKLT (1) Intial,0.9,0,0
Skaneateles,5/16/2019,5/16/2019 8:50,SKLT (1) Intial,1.9,0,0
Skaneateles,5/16/2019,5/16/2019 8:50,SKLT (1) Intial,2.5,0,0
Skaneateles,5/16/2019,5/16/2019 8:50,SKLT (1) Intial,3.3,0,0
Skaneateles,5/16/2019,5/16/2019 8:51,SKLT (1) Intial,4.7,0,0
Skaneateles,5/16/2019,5/16/2019 8:51,SKLT (1) Intial,6.2,0,0
Skaneateles,5/16/2019,5/16/2019 8:51,SKLT (1) Intial,6.4,0,0
Skaneateles,5/16/2019,5/16/2019 8:51,SKLT (1) Intial,6.4,0,0
Skaneateles,5/16/2019,5/16/2019 8:52,SKLT (1) Intial,6.2,0,0
Skaneateles,5/16/2019,5/16/2019 8:52,SKLT (1) Intial,6.6,0,0
Skaneateles,5/16/2019,5/16/2019 8:52,SKLT (1) Intial,7.4,0,0
Skaneateles,5/16/2019,5/16/2019 8:53,SKLT (1) Intial,8.7,0,0
Skaneateles,5/16/2019,5/16/2019 8:53,SKLT (1) Intial,10.3,0,0
Skaneateles,5/16/2019,5/16/2019 8:53,SKLT (1) Intial,11.8,0,0
Skaneateles,5/16/2019,5/16/2019 8:53,SKLT (1) Intial,13.4,0,0
Skaneateles,5/16/2019,5/16/2019 8:54,SKLT (1) Intial,14.5,0,0
Skaneateles,5/16/2019,5/16/2019 8:54,SKLT (1) Intial,15.8,0,0
Skaneateles,5/16/2019,5/16/2019 8:54,SKLT (1) Intial,17.4,0,0
Skaneateles,5/16/2019,5/16/2019 8:55,SKLT (1) Intial,18.9,0,0
Skaneateles,5/16/2019,5/16/2019 8:55,SKLT (1) Intial,20.6,0,0
Skaneateles,5/16/2019,5/16/2019 8:55,SKLT (1) Intial,22.2,0,0
Skaneateles,5/16/2019,5/16/2019 8:55,SKLT (1) Intial,24,0,0
Skaneateles,5/16/2019,5/16/2019 8:56,SKLT (1) Intial,24.8,0,0
Skaneateles,5/16/2019,5/16/2019 8:56,SKLT (1) Intial,24.8,0,0
Skaneateles,5/16/2019,5/16/2019 8:56,SKLT (1) Intial,24.8,0,0
Skaneateles,5/16/2019,5/16/2019 8:56,SKLT (1) Intial,25.4,0,0
Skaneateles,5/16/2019,5/16/2019 8:57,SKLT (1) Intial,27.2,0,0
Skaneateles,5/16/2019,5/16/2019 8:57,SKLT (1) Intial,28.7,0,0
Skaneateles,5/16/2019,5/16/2019 8:57,SKLT (1) Intial,30.3,0,0
Skaneateles,5/16/2019,5/16/2019 8:58,SKLT (1) Intial,31.7,0,0
Skaneateles,5/16/2019,5/16/2019 8:58,SKLT (1) Intial,33.1,0,0
Skaneateles,5/16/2019,5/16/2019 8:58,SKLT (1) Intial,34.4,0,0
Skaneateles,5/16/2019,5/16/2019 8:58,SKLT (1) Intial,35.2,0,0
Skaneateles,5/16/2019,5/16/2019 8:59,SKLT (1) Intial,37.1,0,0
Skaneateles,5/16/2019,5/16/2019 8:59,SKLT (1) Intial,38.5,0,0
Skaneateles,5/16/2019,5/16/2019 8:59,SKLT (1) Intial,39.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:00,SKLT (1) Intial,41.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:00,SKLT (1) Intial,43.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:00,SKLT (1) Intial,45.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:00,SKLT (1) Intial,48.1,0,0
Skaneateles,5/16/2019,5/16/2019 9:01,SKLT (1) Intial,50.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:01,SKLT (1) Intial,51.9,0,0
Skaneateles,5/16/2019,5/16/2019 9:01,SKLT (1) Intial,54.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:01,SKLT (1) Intial,56.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:02,SKLT (1) Intial,58.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:23,SKLT(1),0.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:23,SKLT(1),1.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:24,SKLT(1),2.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:24,SKLT(1),3.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:24,SKLT(1),4.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:24,SKLT(1),5.1,0,0
Skaneateles,5/16/2019,5/16/2019 9:25,SKLT(1),5.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:25,SKLT(1),5.3,0,0
Skaneateles,5/16/2019,5/16/2019 9:25,SKLT(1),5.9,0,0
Skaneateles,5/16/2019,5/16/2019 9:25,SKLT(1),7,0,0
Skaneateles,5/16/2019,5/16/2019 9:26,SKLT(1),8,0,0
Skaneateles,5/16/2019,5/16/2019 9:26,SKLT(1),9.4,0,0
Skaneateles,5/16/2019,5/16/2019 9:26,SKLT(1),11.1,0,0
Skaneateles,5/16/2019,5/16/2019 9:27,SKLT(1),12.3,0,0
Skaneateles,5/16/2019,5/16/2019 9:27,SKLT(1),13.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:27,SKLT(1),15.8,0,0
Skaneateles,5/16/2019,5/16/2019 9:27,SKLT(1),18.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:28,SKLT(1),20.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:28,SKLT(1),22.4,0,0
Skaneateles,5/16/2019,5/16/2019 9:28,SKLT(1),23.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:29,SKLT(1),24.8,0,0
Skaneateles,5/16/2019,5/16/2019 9:29,SKLT(1),25.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:29,SKLT(1),25.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:29,SKLT(1),25.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:30,SKLT(1),25.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:30,SKLT(1),25.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:30,SKLT(1),26.3,0,0
Skaneateles,5/16/2019,5/16/2019 9:30,SKLT(1),27.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:31,SKLT(1),28.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:31,SKLT(1),29.3,0,0
Skaneateles,5/16/2019,5/16/2019 9:31,SKLT(1),30.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:32,SKLT(1),31.3,0,0
Skaneateles,5/16/2019,5/16/2019 9:32,SKLT(1),32.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:32,SKLT(1),34,0,0
Skaneateles,5/16/2019,5/16/2019 9:32,SKLT(1),35.3,0,0
Skaneateles,5/16/2019,5/16/2019 9:33,SKLT(1),36.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:33,SKLT(1),38,0,0
Skaneateles,5/16/2019,5/16/2019 9:33,SKLT(1),39.1,0,0
Skaneateles,5/16/2019,5/16/2019 9:34,SKLT(1),40.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:34,SKLT(1),42.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:34,SKLT(1),44,0,0
Skaneateles,5/16/2019,5/16/2019 9:34,SKLT(1),45.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:35,SKLT(1),46.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:35,SKLT(1),47.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:35,SKLT(1),49.4,0,0
Skaneateles,5/16/2019,5/16/2019 9:35,SKLT(1),51,0,0
Skaneateles,5/16/2019,5/16/2019 9:36,SKLT(1),52.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:36,SKLT(1),53.8,0,0
Skaneateles,5/16/2019,5/16/2019 9:36,SKLT(1),55.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:37,SKLT(1),56.8,0,0
Skaneateles,5/16/2019,5/16/2019 9:37,SKLT(1),57.7,0,0
Skaneateles,5/16/2019,5/16/2019 9:37,SKLT(1),57.9,0,0
Skaneateles,5/16/2019,5/16/2019 9:37,SKLT(1),58.3,0,0
Skaneateles,5/16/2019,5/16/2019 9:56,SKLT(A),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:56,SKLT(A),1.9,0,0
Skaneateles,5/16/2019,5/16/2019 9:57,SKLT(A),3.3,0,0
Skaneateles,5/16/2019,5/16/2019 9:57,SKLT(A),4.8,0,0
Skaneateles,5/16/2019,5/16/2019 9:57,SKLT(A),5.2,0,0
Skaneateles,5/16/2019,5/16/2019 9:57,SKLT(A),6.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:58,SKLT(A),8,0,0
Skaneateles,5/16/2019,5/16/2019 9:58,SKLT(A),9.4,0,0
Skaneateles,5/16/2019,5/16/2019 9:58,SKLT(A),10.6,0,0
Skaneateles,5/16/2019,5/16/2019 9:59,SKLT(A),11.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:59,SKLT(A),11.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:59,SKLT(A),11.5,0,0
Skaneateles,5/16/2019,5/16/2019 9:59,SKLT(A),11.9,0,0
Skaneateles,5/16/2019,5/16/2019 10:00,SKLT(A),13.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:00,SKLT(A),15,0,0
Skaneateles,5/16/2019,5/16/2019 10:00,SKLT(A),16.6,0,0
Skaneateles,5/16/2019,5/16/2019 10:01,SKLT(A),18.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:01,SKLT(A),19.8,0,0
Skaneateles,5/16/2019,5/16/2019 10:01,SKLT(A),21.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:01,SKLT(A),22.9,0,0
Skaneateles,5/16/2019,5/16/2019 10:02,SKLT(A),24.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:02,SKLT(A),26.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:02,SKLT(A),27.7,0,0
Skaneateles,5/16/2019,5/16/2019 10:02,SKLT(A),29.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:03,SKLT(A),30.9,0,0
Skaneateles,5/16/2019,5/16/2019 10:03,SKLT(A),32.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:03,SKLT(A),33.6,0,0
Skaneateles,5/16/2019,5/16/2019 10:04,SKLT(A),34.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:04,SKLT(A),36.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:04,SKLT(A),37.6,0,0
Skaneateles,5/16/2019,5/16/2019 10:04,SKLT(A),38.8,0,0
Skaneateles,5/16/2019,5/16/2019 10:05,SKLT(A),39.8,0,0
Skaneateles,5/16/2019,5/16/2019 10:05,SKLT(A),40.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:05,SKLT(A),40.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:17,SKS1,0.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:17,SKS1,0.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:18,SKS1,0.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:18,SKS1,0.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:18,SKS1,0.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:18,SKS1,2.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:19,SKS1,4.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:19,SKS1,5.8,0,0
Skaneateles,5/16/2019,5/16/2019 10:19,SKS1,7.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:20,SKS1,9,0,0
Skaneateles,5/16/2019,5/16/2019 10:20,SKS1,10.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:20,SKS1,10.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:20,SKS1,10.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:21,SKS1,10.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:21,SKS1,10.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:21,SKS1,10.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:21,SKS1,10.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:22,SKS1,11.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:22,SKS1,13.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:22,SKS1,15.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:23,SKS1,17.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:23,SKS1,19.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:23,SKS1,21.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:23,SKS1,22.9,0,0
Skaneateles,5/16/2019,5/16/2019 10:24,SKS1,24.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:24,SKS1,25.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:24,SKS1,25.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:25,SKS1,25.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:38,SKLT(B),0.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:38,SKLT(B),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:39,SKLT(B),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:39,SKLT(B),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:39,SKLT(B),1.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:40,SKLT(B),3.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:40,SKLT(B),4.8,0,0
Skaneateles,5/16/2019,5/16/2019 10:40,SKLT(B),6.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:40,SKLT(B),7.9,0,0
Skaneateles,5/16/2019,5/16/2019 10:41,SKLT(B),9.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:41,SKLT(B),10,0,0
Skaneateles,5/16/2019,5/16/2019 10:41,SKLT(B),10.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:41,SKLT(B),10.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:42,SKLT(B),11,0,0
Skaneateles,5/16/2019,5/16/2019 10:42,SKLT(B),13,0,0
Skaneateles,5/16/2019,5/16/2019 10:42,SKLT(B),14.7,0,0
Skaneateles,5/16/2019,5/16/2019 10:43,SKLT(B),16.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:43,SKLT(B),17.6,0,0
Skaneateles,5/16/2019,5/16/2019 10:43,SKLT(B),18.8,0,0
Skaneateles,5/16/2019,5/16/2019 10:43,SKLT(B),19.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:44,SKLT(B),19.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:44,SKLT(B),19.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:53,SKLT(2),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 10:53,SKLT(2),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:54,SKLT(2),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:54,SKLT(2),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:54,SKLT(2),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:54,SKLT(2),2.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:55,SKLT(2),3.7,0,0
Skaneateles,5/16/2019,5/16/2019 10:55,SKLT(2),4.9,0,0
Skaneateles,5/16/2019,5/16/2019 10:55,SKLT(2),5.7,0,0
Skaneateles,5/16/2019,5/16/2019 10:55,SKLT(2),5.7,0,0
Skaneateles,5/16/2019,5/16/2019 10:56,SKLT(2),5.7,0,0
Skaneateles,5/16/2019,5/16/2019 10:56,SKLT(2),7,0,0
Skaneateles,5/16/2019,5/16/2019 10:56,SKLT(2),8.8,0,0
Skaneateles,5/16/2019,5/16/2019 10:57,SKLT(2),10.2,0,0
Skaneateles,5/16/2019,5/16/2019 10:57,SKLT(2),10.7,0,0
Skaneateles,5/16/2019,5/16/2019 10:57,SKLT(2),11.9,0,0
Skaneateles,5/16/2019,5/16/2019 10:57,SKLT(2),13.5,0,0
Skaneateles,5/16/2019,5/16/2019 10:58,SKLT(2),15.1,0,0
Skaneateles,5/16/2019,5/16/2019 10:58,SKLT(2),16.4,0,0
Skaneateles,5/16/2019,5/16/2019 10:58,SKLT(2),17.5,0,0.1
Skaneateles,5/16/2019,5/16/2019 10:59,SKLT(2),17.8,0,0
Skaneateles,5/16/2019,5/16/2019 11:08,SKLT(C),0.1,0,0
Skaneateles,5/16/2019,5/16/2019 11:08,SKLT(C),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:09,SKLT(C),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:09,SKLT(C),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 11:09,SKLT(C),1.5,0,0
Skaneateles,5/16/2019,5/16/2019 11:09,SKLT(C),2.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:10,SKLT(C),3.7,0,0
Skaneateles,5/16/2019,5/16/2019 11:10,SKLT(C),4.7,0,0
Skaneateles,5/16/2019,5/16/2019 11:10,SKLT(C),5.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:11,SKLT(C),5.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:11,SKLT(C),5.6,0,0
Skaneateles,5/16/2019,5/16/2019 11:11,SKLT(C),6.6,0,0
Skaneateles,5/16/2019,5/16/2019 11:11,SKLT(C),7,0,0
Skaneateles,5/16/2019,5/16/2019 11:21,SKLT(3),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:21,SKLT(3),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 11:21,SKLT(3),0.5,0,0
Skaneateles,5/16/2019,5/16/2019 11:22,SKLT(3),1.8,0,0
Skaneateles,5/16/2019,5/16/2019 11:22,SKLT(3),3,0,0
Skaneateles,5/16/2019,5/16/2019 11:22,SKLT(3),4.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:23,SKLT(3),5.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:23,SKLT(3),5.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:23,SKLT(3),5.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:23,SKLT(3),6,0.4,2.1
Skaneateles,5/16/2019,5/16/2019 11:31,SKLT(3W),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:31,SKLT(3W),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:31,SKLT(3W),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:32,SKLT(3W),1.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:32,SKLT(3W),2,0,0
Skaneateles,5/16/2019,5/16/2019 11:32,SKLT(3W),2.5,0,0
Skaneateles,5/16/2019,5/16/2019 11:33,SKLT(3W),3.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:33,SKLT(3W),3.5,0,0
Skaneateles,5/16/2019,5/16/2019 11:33,SKLT(3W),3.7,0,0
Skaneateles,5/16/2019,5/16/2019 11:40,SKLT(3E),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:41,SKLT(3E),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:41,SKLT(3E),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:41,SKLT(3E),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:41,SKLT(3E),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:42,SKLT(3E),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:42,SKLT(3E),1.4,0,0
Skaneateles,5/16/2019,5/16/2019 11:42,SKLT(3E),2.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:43,SKLT(3E),2.5,0,0
Skaneateles,5/16/2019,5/16/2019 11:52,SKLT(D),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:52,SKLT(D),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:53,SKLT(D),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:53,SKLT(D),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:53,SKLT(D),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:54,SKLT(D),0.6,0,0
Skaneateles,5/16/2019,5/16/2019 11:54,SKLT(D),1.6,0,0
Skaneateles,5/16/2019,5/16/2019 11:54,SKLT(D),2.6,0,0
Skaneateles,5/16/2019,5/16/2019 11:54,SKLT(D),3.1,0,0
Skaneateles,5/16/2019,5/16/2019 11:55,SKLT(D),3.7,0,0
Skaneateles,5/16/2019,5/16/2019 11:55,SKLT(D),3.3,0,0
Skaneateles,5/16/2019,5/16/2019 11:55,SKLT(D),3.6,0,0
Skaneateles,5/16/2019,5/16/2019 11:55,SKLT(D),3.6,0,0
Skaneateles,5/16/2019,5/16/2019 11:56,SKLT(D),3.6,0,0
Skaneateles,5/16/2019,5/16/2019 11:56,SKLT(D),4.2,0,0
Skaneateles,5/16/2019,5/16/2019 11:56,SKLT(D),4.4,0,0
Skaneateles,5/16/2019,5/16/2019 12:03,SKLT(4),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 12:04,SKLT(4),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 12:04,SKLT(4),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 12:04,SKLT(4),0.3,0,0
Skaneateles,5/16/2019,5/16/2019 12:05,SKLT(4),0.2,0,0
Skaneateles,5/16/2019,5/16/2019 12:05,SKLT(4),0.1,0,0
Skaneateles,5/16/2019,5/16/2019 12:05,SKLT(4),0.4,0,0
Skaneateles,5/16/2019,5/16/2019 12:05,SKLT(4),1.3,0,0
Skaneateles,5/16/2019,5/16/2019 12:06,SKLT(4),2.2,0,0
Skaneateles,5/16/2019,5/16/2019 12:06,SKLT(4),2.4,0,0
Skaneateles,5/16/2019,5/16/2019 12:06,SKLT(4),2.7,0,0
Skaneateles,6/12/2019,6/12/2019 9:30,SK-LT(1),0.1,0.5,0.5
Skaneateles,6/12/2019,6/12/2019 9:31,SK-LT(1),0.2,0,0
Skaneateles,6/12/2019,6/12/2019 9:31,SK-LT(1),0.2,0,0
Skaneateles,6/12/2019,6/12/2019 9:31,SK-LT(1),0.4,0,0
Skaneateles,6/12/2019,6/12/2019 9:31,SK-LT(1),0.5,0,0
Skaneateles,6/12/2019,6/12/2019 9:32,SK-LT(1),0.5,0,0
Skaneateles,6/12/2019,6/12/2019 9:32,SK-LT(1),0.5,0,0
Skaneateles,6/12/2019,6/12/2019 9:32,SK-LT(1),0.5,0,0
Skaneateles,6/12/2019,6/12/2019 9:32,SK-LT(1),0.7,0,0
