Lake,Date,Time,Site,Depth_tenth_m,Depth_m,Temp,SpCnd,ChlaRFU,Chla,PCRFU,PC,Turb,DOSat,DOConc,pH
Canandaigua,2/7/2019,11:19:00,CGS1,0,0,1.58625,392.075,0.175,0.2775,0.0425,0.04,0.0855,94.45,13.1975,8.195
Canandaigua,2/7/2019,11:21:00,CGS1,0.1,0,1.418,394.3,0.21,0.4,0.14,0.13,0.118,95.2,13.36,8.16
Canandaigua,2/7/2019,11:21:00,CGS1,1.1,1,1.406,394.6,0.22,0.46,0.17,0.16,0.158,95.3,13.38,8.15
Canandaigua,2/7/2019,11:21:00,CGS1,1.4,1,1.399,394.7,0.21,0.4,0.17,0.16,0.178,95.3,13.38,8.15
Canandaigua,2/7/2019,11:21:00,CGS1,1.6,2,1.387,394.8,0.24,0.54,0.17,0.16,0.158,95.3,13.39,8.14
Canandaigua,2/7/2019,11:21:00,CGS1,2.7,3,1.384,394.9,0.25,0.57,0.18,0.17,0.158,95.3,13.38,8.14
Canandaigua,2/7/2019,11:22:00,CGS1,2.9,3,1.384,395,0.24,0.56,0.2,0.19,0.168,95.2,13.38,8.14
Canandaigua,2/7/2019,11:22:00,CGS1,3.3,3,1.378,395,0.27,0.66,0.22,0.2,0.148,95.2,13.38,8.14
Canandaigua,2/7/2019,11:22:00,CGS1,4.3,4,1.381,395.1,0.27,0.68,0.21,0.2,0.128,95.2,13.37,8.14
Canandaigua,2/7/2019,11:22:00,CGS1,4.6,5,1.387,395.1,0.26,0.63,0.2,0.19,0.118,95.3,13.38,8.14
Canandaigua,2/7/2019,11:22:00,CGS1,5.6,6,1.394,395.2,0.26,0.63,0.18,0.17,0.108,95.2,13.37,8.14
Canandaigua,2/7/2019,11:22:00,CGS1,6.1,6,1.407,395.2,0.23,0.49,0.15,0.14,0.158,95.2,13.37,8.14
Canandaigua,2/7/2019,11:23:00,CGS1,7.2,7,1.425,395.3,0.24,0.55,0.14,0.13,0.128,95.2,13.35,8.14
Canandaigua,2/7/2019,11:23:00,CGS1,7.5,8,1.448,395.2,0.25,0.58,0.17,0.16,0.178,95.2,13.35,8.13
Canandaigua,2/7/2019,11:23:00,CGS1,8.8,9,1.462,395.1,0.26,0.64,0.2,0.19,0.168,95,13.32,8.13
Canandaigua,2/7/2019,11:23:00,CGS1,9,9,1.475,395.1,0.25,0.58,0.2,0.19,0.178,95,13.31,8.13
Canandaigua,2/7/2019,11:23:00,CGS1,9.3,9,1.488,395,0.28,0.69,0.18,0.17,0.188,94.8,13.28,8.13
Canandaigua,2/7/2019,11:23:00,CGS1,10.2,10,1.49975,394.925,0.2675,0.6475,0.2025,0.19,0.158,94.7,13.2675,8.13
Canandaigua,2/7/2019,11:24:00,CGS1,11.1,11,1.503,394.9,0.27,0.67,0.21,0.2,0.158,94.6,13.25,8.13
Canandaigua,2/7/2019,11:24:00,CGS1,11.6,12,1.506,394.9,0.26,0.62,0.21,0.2,0.128,94.6,13.25,8.13
Canandaigua,2/7/2019,11:24:00,CGS1,12.8,13,1.51,394.9,0.25,0.58,0.2,0.19,0.148,94.5,13.23,8.13
Canandaigua,2/7/2019,11:25:00,CGS1,13,13,1.516,394.9,0.26,0.6,0.19,0.18,0.128,94.6,13.24,8.13
Canandaigua,2/7/2019,11:25:00,CGS1,13.3,13,1.519,394.9,0.26,0.63,0.19,0.18,0.138,94.4,13.21,8.13
Canandaigua,2/7/2019,11:25:00,CGS1,14.4,14,1.528,394.9,0.25,0.56,0.2,0.19,0.158,94.4,13.21,8.13
Canandaigua,2/7/2019,11:25:00,CGS1,14.7,15,1.537,395,0.27,0.68,0.19,0.18,0.128,94.2,13.18,8.13
Canandaigua,2/7/2019,11:25:00,CGS1,15,15,1.543,394.9,0.26,0.6,0.18,0.17,0.128,94.4,13.2,8.13
Canandaigua,2/7/2019,11:25:00,CGS1,16.1,16,1.55,395,0.27,0.66,0.18,0.17,0.138,94.2,13.17,8.13
Canandaigua,2/7/2019,11:26:00,CGS1,16.3,16,1.56,395,0.23,0.5,0.18,0.17,0.148,94.1,13.15,8.13
Canandaigua,2/7/2019,11:26:00,CGS1,16.6,17,1.567,395,0.23,0.49,0.19,0.18,0.138,94.1,13.15,8.13
Canandaigua,2/7/2019,11:26:00,CGS1,18,18,1.582,395,0.24,0.54,0.21,0.2,0.128,93.9,13.12,8.13
Canandaigua,2/7/2019,11:26:00,CGS1,19.4,19,1.619,394.9,0.2,0.39,0.19,0.18,0.088,93.8,13.1,8.13
Canandaigua,2/7/2019,11:26:00,CGS1,20.1,20,1.67,394.7,0.21,0.41,0.17,0.16,0.078,93.7,13.06,8.13
Canandaigua,2/7/2019,11:26:00,CGS1,20.3,20,1.709,394.5,0.19,0.34,0.18,0.17,0.068,93.4,13,8.13
Canandaigua,2/7/2019,11:27:00,CGS1,20.4,20,1.727,394.4,0.2,0.37,0.16,0.15,0.068,93.2,12.97,8.13
Canandaigua,2/7/2019,11:27:00,CGS1,20.5,20.5,1.734,394.3,0.195,0.365,0.17,0.16,0.058,93.25,12.975,8.13
Canandaigua,2/7/2019,11:27:00,CGS1,20.6,21,1.738,394.3,0.19,0.35,0.2,0.19,0.088,93.3,12.98,8.13
Canandaigua,2/7/2019,11:27:00,CGS1,21.7,22,1.739,394.3,0.21,0.4,0.18,0.17,0.078,93.1,12.95,8.13
Canandaigua,2/7/2019,11:27:00,CGS1,22.5,22,1.746,394.3,0.2,0.36,0.18,0.17,0.078,93.1,12.95,8.13
Canandaigua,2/7/2019,11:28:00,CGS1,22.8,23,1.76,394.3,0.18,0.28,0.18,0.17,0.078,93,12.93,8.13
Canandaigua,2/7/2019,11:28:00,CGS1,24.4,24,1.771,394.2,0.2,0.38,0.18,0.17,0.088,93,12.92,8.13
Canandaigua,2/7/2019,11:28:00,CGS1,25.6,26,1.782,394.2,0.19,0.32,0.2,0.19,0.048,92.8,12.9,8.13
Canandaigua,2/7/2019,11:28:00,CGS1,26.2,26,1.789,394.2,0.19,0.34,0.19,0.18,0.068,92.9,12.91,8.13
Canandaigua,2/7/2019,11:28:00,CGS1,27.3,27,1.8,394.2,0.18,0.3,0.19,0.18,0.048,93,12.91,8.13
Canandaigua,2/7/2019,11:28:00,CGS1,27.7,28,1.816,394.1,0.18,0.3,0.19,0.18,0.038,92.9,12.89,8.13
Canandaigua,2/7/2019,11:29:00,CGS1,27.9,28,1.828,394.1,0.17,0.26,0.17,0.16,0.018,92.6,12.85,8.12
Canandaigua,2/7/2019,11:29:00,CGS1,29.3,29,1.838,394,0.16,0.22,0.18,0.16,0.004,92.4,12.82,8.12
Canandaigua,2/7/2019,11:29:00,CGS1,29.6,30,1.846,394,0.16,0.22,0.18,0.17,0.028,92.2,12.78,8.12
Canandaigua,2/7/2019,11:29:00,CGS1,29.9,30,1.856,394,0.17,0.26,0.18,0.17,0.018,92,12.75,8.12
Canandaigua,2/7/2019,11:29:00,CGS1,30,30,1.862,393.9,0.17,0.26,0.16,0.15,0.008,91.8,12.73,8.12
Canandaigua,2/7/2019,11:29:00,CGS1,30.2,30,1.863,393.9,0.18,0.29,0.16,0.15,0.048,91.7,12.72,8.12
Canandaigua,2/7/2019,11:30:00,CGS1,30.3,30,1.863,393.9,0.18,0.28,0.18,0.17,0.058,91.7,12.71,8.12
Canandaigua,2/7/2019,11:30:00,CGS1,31.1,31,1.864,393.9,0.18,0.31,0.19,0.18,0.008,91.7,12.71,8.12
Canandaigua,2/7/2019,11:30:00,CGS1,31.9,32,1.87,393.9,0.17,0.26,0.16,0.15,0.038,91.7,12.71,8.12
Canandaigua,2/7/2019,11:30:00,CGS1,33,33,1.886,393.9,0.16,0.22,0.16,0.15,0.038,91.7,12.7,8.12
Canandaigua,2/7/2019,11:30:00,CGS1,33.7,34,1.9,393.9,0.17,0.25,0.16,0.15,0.028,91.6,12.68,8.12
Canandaigua,2/7/2019,11:30:00,CGS1,33.9,34,1.915,393.8,0.17,0.26,0.16,0.15,0.008,91.5,12.67,8.11
Canandaigua,2/7/2019,11:31:00,CGS1,34.1,34,1.925,393.7,0.15,0.16,0.19,0.18,0.004,91.3,12.64,8.11
Canandaigua,2/7/2019,11:31:00,CGS1,35.4,35,1.931,393.8,0.15,0.17,0.17,0.15,0.004,91.3,12.63,8.11
Canandaigua,2/7/2019,11:31:00,CGS1,36.3,36,1.938,393.8,0.14,0.12,0.16,0.15,0.008,91.3,12.63,8.11
Canandaigua,2/7/2019,11:31:00,CGS1,36.7,37,1.951,393.7,0.15,0.18,0.18,0.16,0.004,91.3,12.62,8.11
Canandaigua,2/7/2019,11:31:00,CGS1,38,38,1.972,393.7,0.13,0.11,0.17,0.16,0.004,91.3,12.62,8.11
Canandaigua,2/7/2019,11:31:00,CGS1,38.3,38,2.004,393.7,0.14,0.13,0.14,0.13,0.004,91.3,12.61,8.11
Canandaigua,2/7/2019,11:32:00,CGS1,39.4,39,2.028,393.6,0.13,0.09,0.13,0.12,0.004,91.2,12.59,8.11
Canandaigua,2/7/2019,11:32:00,CGS1,39.7,40,2.052,393.6,0.13,0.08,0.15,0.14,0.004,91.2,12.58,8.11
Canandaigua,2/7/2019,11:32:00,CGS1,40.7,41,2.0982,393.36,0.12,0.056,0.146,0.136,0.0096,91.12,12.55,8.11
Canandaigua,2/7/2019,11:33:00,CGS1,40.8,41,2.111,393.3,0.13,0.11,0.17,0.16,0.004,91,12.54,8.11
Canandaigua,2/7/2019,11:33:00,CGS1,42.1,42,2.113,393.3,0.12,0.07,0.17,0.16,0.004,91,12.53,8.1
Canandaigua,2/7/2019,11:33:00,CGS1,43.6,44,2.128,393.4,0.13,0.1,0.16,0.15,0.004,91,12.52,8.1
Canandaigua,2/7/2019,11:33:00,CGS1,44.1,44,2.173,393.7,0.12,0.04,0.15,0.14,0.004,91,12.52,8.1
Canandaigua,2/7/2019,11:33:00,CGS1,45.5,46,2.245,393.7,0.12,0.06,0.13,0.12,0.004,90.9,12.47,8.1
Canandaigua,2/7/2019,11:34:00,CGS1,45.9,46,2.285,393.4,0.09,0.01,0.12,0.11,0.004,90.6,12.41,8.09
Canandaigua,2/7/2019,11:34:00,CGS1,47.4,47,2.297,393.2,0.1,0.01,0.13,0.12,0.004,90.4,12.39,8.09
Canandaigua,2/7/2019,11:34:00,CGS1,47.7,48,2.303,393.2,0.12,0.06,0.16,0.15,0.004,90.4,12.38,8.09
Canandaigua,2/7/2019,11:34:00,CGS1,48.8,49,2.308,393.2,0.09,0.01,0.15,0.14,0.004,90.3,12.38,8.09
Canandaigua,2/7/2019,11:34:00,CGS1,49.2,49,2.313,393.2,0.11,0.01,0.13,0.12,0.004,90.3,12.37,8.09
Canandaigua,2/7/2019,11:34:00,CGS1,50.5,51,2.318,393.2,0.1,0.01,0.14,0.12,0.004,90.3,12.36,8.08
Canandaigua,2/7/2019,11:35:00,CGS1,50.6,51,2.321,393.2,0.1,0.01,0.13,0.12,0.004,90.2,12.36,8.08
Canandaigua,2/7/2019,11:35:00,CGS1,50.8,51,2.323,393.2,0.09,0.01,0.14,0.13,0.004,90.2,12.35,8.08
Canandaigua,2/7/2019,11:35:00,CGS1,51,51,2.3255,393.2,0.095,0.01,0.145,0.135,0.004,90.1,12.34,8.08
Canandaigua,4/9/2019,10:30:00,CGS1,1.6,2,2.955,394.2,0.36,1.36,0.3,0.33,0.073,101.1,13.6,8.25
Canandaigua,4/9/2019,10:30:00,CGS1,3.1,3,2.936,394.4,0.36,1.36,0.32,0.35,0.083,101.1,13.62,8.25
Canandaigua,4/9/2019,10:31:00,CGS1,4.5,4,2.935,394.6,0.39,1.46,0.3,0.33,0.103,101.1,13.62,8.24
Canandaigua,4/9/2019,10:31:00,CGS1,5.3,5,2.917,394.7,0.41,1.56,0.33,0.36,0.123,101.1,13.62,8.24
Canandaigua,4/9/2019,10:31:00,CGS1,6.5,7,2.908,394.8,0.44,1.66,0.37,0.4,0.123,101.1,13.63,8.24
Canandaigua,4/9/2019,10:31:00,CGS1,7.9,8,2.904,394.9,0.4,1.51,0.36,0.39,0.103,101,13.61,8.24
Canandaigua,4/9/2019,10:31:00,CGS1,9.6,10,2.9,395,0.41,1.55,0.36,0.39,0.093,100.9,13.6,8.24
Canandaigua,4/9/2019,10:31:00,CGS1,11,11,2.9035,395,0.4275,1.615,0.3725,0.4075,0.1055,100.95,13.605,8.2375
Canandaigua,4/9/2019,10:32:00,CGS1,12.2,12,2.895,395,0.43,1.62,0.38,0.41,0.103,100.9,13.61,8.23
Canandaigua,4/9/2019,10:33:00,CGS1,13.7,14,2.885,395.1,0.46,1.73,0.39,0.42,0.093,100.9,13.61,8.23
Canandaigua,4/9/2019,10:33:00,CGS1,15.1,15,2.89,395.1,0.41,1.54,0.37,0.4,0.103,100.8,13.59,8.23
Canandaigua,4/9/2019,10:33:00,CGS1,17,17,2.878,395.1,0.4,1.5,0.33,0.36,0.093,100.6,13.57,8.23
Canandaigua,4/9/2019,10:33:00,CGS1,18.6,19,2.866,395.2,0.4,1.5,0.31,0.34,0.083,100.5,13.56,8.23
Canandaigua,4/9/2019,10:33:00,CGS1,20.5,21,2.866,395.2,0.39,1.47,0.33,0.36,0.093,100.4,13.55,8.23
Canandaigua,4/9/2019,10:33:00,CGS1,22.1,22,2.867,395.2,0.35,1.31,0.31,0.35,0.073,100.3,13.54,8.23
Canandaigua,4/9/2019,10:34:00,CGS1,23.1,23,2.869,395.3,0.39,1.45,0.33,0.36,0.093,100.2,13.52,8.23
Canandaigua,4/9/2019,10:34:00,CGS1,24.6,25,2.871,395.3,0.39,1.47,0.36,0.39,0.123,100.2,13.51,8.22
Canandaigua,4/9/2019,10:34:00,CGS1,26.8,27,2.871,395.3,0.39,1.45,0.38,0.41,0.113,100,13.49,8.22
Canandaigua,4/9/2019,10:34:00,CGS1,28.5,29,2.872,395.3,0.39,1.45,0.39,0.42,0.083,99.9,13.48,8.22
Canandaigua,4/9/2019,10:34:00,CGS1,29.9,30,2.8765,395.35,0.375,1.41,0.395,0.425,0.083,99.85,13.475,8.22
Canandaigua,4/9/2019,10:35:00,CGS1,31.6,32,2.881,395.4,0.39,1.46,0.39,0.42,0.093,99.7,13.45,8.22
Canandaigua,4/9/2019,10:35:00,CGS1,33.2,33,2.882,395.4,0.39,1.45,0.39,0.42,0.093,99.5,13.43,8.22
Canandaigua,4/9/2019,10:36:00,CGS1,35,35,2.882,395.4,0.41,1.53,0.39,0.42,0.083,99.5,13.42,8.22
Canandaigua,4/9/2019,10:36:00,CGS1,36.6,37,2.884,395.5,0.39,1.48,0.4,0.43,0.063,99.5,13.42,8.22
Canandaigua,4/9/2019,10:36:00,CGS1,37.5,38,2.887,395.5,0.37,1.38,0.4,0.43,0.073,99.3,13.39,8.22
Canandaigua,4/9/2019,10:36:00,CGS1,39.4,39,2.887,395.5,0.36,1.33,0.39,0.42,0.073,99.1,13.37,8.22
Canandaigua,4/9/2019,10:36:00,CGS1,39.8,40,2.887,395.5,0.42,1.59,0.38,0.41,0.063,99.1,13.36,8.22
Canandaigua,4/9/2019,10:36:00,CGS1,39.9,40,2.887,395.4,0.4,1.52,0.39,0.43,0.093,99.1,13.36,8.22
Canandaigua,4/9/2019,10:37:00,CGS1,40,40,2.887,395.4,0.39,1.47,0.4,0.43,0.103,99.1,13.36,8.22
Canandaigua,4/9/2019,10:37:00,CGS1,40.2,40,2.8865,395.45,0.42,1.595,0.385,0.415,0.088,99.1,13.37,8.22
Canandaigua,4/9/2019,10:37:00,CGS1,40.3,40,2.888,395.5,0.35,1.31,0.38,0.41,0.063,99.1,13.37,8.22
Canandaigua,4/9/2019,10:37:00,CGS1,41.8,42,2.887,395.5,0.37,1.39,0.37,0.4,0.063,99.1,13.36,8.22
Canandaigua,4/9/2019,10:37:00,CGS1,43.3,43,2.888,395.5,0.37,1.37,0.37,0.4,0.093,99.1,13.37,8.22
Canandaigua,4/9/2019,10:38:00,CGS1,44.8,45,2.889,395.5,0.35,1.3,0.38,0.41,0.103,99.2,13.37,8.22
Canandaigua,4/9/2019,10:38:00,CGS1,45.2,45,2.893,395.6,0.3,1.12,0.38,0.41,0.063,99.2,13.37,8.22
Canandaigua,4/9/2019,10:38:00,CGS1,45.3,45,2.903,395.6,0.31,1.14,0.39,0.42,0.063,99.2,13.37,8.21
Canandaigua,4/9/2019,10:38:00,CGS1,45.4,45,2.9095,395.55,0.295,1.095,0.37,0.4,0.068,99.05,13.35,8.21
Canandaigua,5/8/2019,11:14:04,CGLT(1),0.1,0,6.154,391.3,0.13,0.41,0.5,0.53,0.068,103.3,12.79,8.44
Canandaigua,5/8/2019,11:14:14,CGLT(1),0.2,0,6.038,392.6,0.12,0.38,0.26,0.29,0.088,104,12.92,8.43
Canandaigua,5/8/2019,11:14:24,CGLT(1),0.3,0,5.984,393.1,0.135,0.4425,0.2675,0.3,0.103,105.25,13.0875,8.385
Canandaigua,5/8/2019,11:15:04,CGLT(1),1.2,1,5.962,393.3,0.14,0.45,0.28,0.31,0.098,105.6,13.14,8.37
Canandaigua,5/8/2019,11:15:14,CGLT(1),2.4,2,5.953,393.3,0.13,0.41,0.28,0.31,0.088,105.6,13.14,8.36
Canandaigua,5/8/2019,11:15:24,CGLT(1),4.7,5,5.89,392.3,0.15,0.52,0.27,0.31,0.078,105,13.09,8.36
Canandaigua,5/8/2019,11:15:34,CGLT(1),6.4,6,5.527,390.4,0.16,0.52,0.28,0.31,0.098,103.5,13.01,8.35
Canandaigua,5/8/2019,11:15:44,CGLT(1),8.7,9,4.969,390.2,0.15,0.51,0.3,0.33,0.068,102.1,13.02,8.35
Canandaigua,5/8/2019,11:15:54,CGLT(1),10.1,10,4.682,392.1,0.17,0.58,0.3,0.33,0.088,102.2,13.14,8.33
Canandaigua,5/8/2019,11:16:04,CGLT(1),10.6,11,4.589666667,392.6333333,0.176666667,0.6,0.303333333,0.333333333,0.091333333,102.3,13.19,8.323333333
Canandaigua,5/8/2019,11:16:34,CGLT(1),10.7,11,4.555,392.9,0.18,0.64,0.32,0.36,0.068,102.4,13.21,8.31
Canandaigua,5/8/2019,11:16:44,CGLT(1),10.8,11,4.5425,393.05,0.195,0.675,0.32,0.35,0.088,102.3,13.21,8.31
Canandaigua,5/8/2019,11:17:04,CGLT(1),10.9,11,4.537,393.1,0.19,0.65,0.34,0.38,0.088,102.3,13.21,8.3
Canandaigua,5/8/2019,11:17:14,CGLT(1),12.5,13,4.526,393.1,0.17,0.57,0.34,0.37,0.138,102.3,13.2,8.3
Canandaigua,5/8/2019,11:17:24,CGLT(1),14.4,14,4.487,393.1,0.19,0.68,0.33,0.37,0.108,101.9,13.18,8.3
Canandaigua,5/8/2019,11:17:34,CGLT(1),15.9,16,4.46,393.3,0.2,0.68,0.32,0.35,0.078,101.5,13.13,8.29
Canandaigua,5/8/2019,11:17:44,CGLT(1),17.3,17,4.446,393.4,0.2,0.68,0.34,0.37,0.088,101,13.07,8.28
Canandaigua,5/8/2019,11:17:54,CGLT(1),19,19,4.434,393.4,0.25,0.89,0.36,0.39,0.098,100.7,13.03,8.27
Canandaigua,5/8/2019,11:18:04,CGLT(1),20.4,20,4.423,393.5,0.28,1.025,0.35,0.385,0.088,100.35,12.995,8.265
Canandaigua,5/8/2019,11:18:24,CGLT(1),20.5,20.33333333,4.416666667,393.5,0.273333333,1.003333333,0.36,0.393333333,0.094666667,100.1333333,12.96333333,8.26
Canandaigua,5/8/2019,11:18:54,CGLT(1),20.6,21,4.417,393.5,0.286666667,1.043333333,0.343333333,0.376666667,0.078,99.96666667,12.95,8.26
Canandaigua,5/8/2019,11:19:24,CGLT(1),22.1,22,4.413,393.5,0.31,1.15,0.36,0.39,0.118,100,12.95,8.26
Canandaigua,5/8/2019,11:19:34,CGLT(1),22.7,23,4.409,393.7,0.3,1.1,0.37,0.4,0.118,99.7,12.92,8.25
Canandaigua,5/8/2019,11:19:44,CGLT(1),24.3,24,4.405,393.9,0.31,1.16,0.38,0.41,0.088,99.2,12.85,8.25
Canandaigua,5/8/2019,11:19:54,CGLT(1),25.7,26,4.4,394,0.27,0.96,0.38,0.41,0.098,98.5,12.76,8.24
Canandaigua,5/8/2019,11:20:04,CGLT(1),26,26,4.386,394.4,0.18,0.61,0.35,0.38,0.068,97.6,12.65,8.22
Canandaigua,5/8/2019,11:59:05,CGLT(1E),0.1,0,5.388,389.9,0.15,0.49,0.33,0.37,0.058,98.7,12.46,8.48
Canandaigua,5/8/2019,11:59:15,CGLT(1E),0.2,0,5.223,392.2,0.14,0.46,0.27,0.3,0.078,100.4,12.73,8.43
Canandaigua,5/8/2019,11:59:25,CGLT(1E),0.3,0,5.1325,393.3333333,0.156666667,0.523333333,0.301666667,0.331666667,0.088,101.9666667,12.965,8.326666667
Canandaigua,5/8/2019,12:00:55,CGLT(1E),1.7,2,5.121,393.4,0.16,0.55,0.29,0.33,0.068,102.1,12.99,8.3
Canandaigua,5/8/2019,12:01:05,CGLT(1E),3,3,5.091,393.5,0.17,0.56,0.27,0.3,0.078,102,12.98,8.3
Canandaigua,5/8/2019,12:01:15,CGLT(1E),3.6,4,5.062,393.6,0.16,0.53,0.27,0.31,0.088,101.9,12.97,8.29
Canandaigua,5/8/2019,12:01:25,CGLT(1E),5,5,5.033,393.7,0.16,0.53,0.31,0.35,0.098,101.8,12.97,8.29
Canandaigua,5/8/2019,12:01:35,CGLT(1E),5.2,5,5.026,393.7,0.16,0.54,0.34,0.37,0.068,101.7,12.97,8.29
Canandaigua,5/8/2019,12:01:45,CGLT(1E),5.3,5,5.0165,393.8,0.165,0.575,0.315,0.345,0.088,101.85,12.985,8.285
Canandaigua,5/8/2019,12:02:05,CGLT(1E),5.4,5,5.016,393.8,0.18,0.62,0.32,0.35,0.088,101.9,12.99,8.28
Canandaigua,5/8/2019,12:02:15,CGLT(1E),6.5,7,5.009,393.8,0.14,0.45,0.32,0.35,0.058,101.8,12.99,8.28
Canandaigua,5/8/2019,12:02:25,CGLT(1E),7,7,4.997,393.8,0.16,0.54,0.31,0.34,0.098,101.8,12.99,8.28
Canandaigua,5/8/2019,12:02:35,CGLT(1E),8.3,8,4.998,393.9,0.15,0.51,0.31,0.34,0.078,101.8,12.99,8.28
Canandaigua,5/8/2019,12:02:45,CGLT(1E),8.9,9,5.008,393.8,0.18,0.61,0.33,0.36,0.088,101.7,12.97,8.28
Canandaigua,5/8/2019,12:02:55,CGLT(1E),10,10,4.9614,393.7,0.142,0.472,0.322,0.352,0.096,101.7,12.982,8.28
Canandaigua,5/8/2019,12:03:45,CGLT(1E),10.8,11,4.964,393.7,0.16,0.54,0.32,0.36,0.108,101.8,13,8.28
Canandaigua,5/8/2019,12:03:55,CGLT(1E),10.9,11,4.923,393.35,0.16,0.55,0.32,0.35,0.088,101.65,12.995,8.28
Canandaigua,5/8/2019,12:04:15,CGLT(1E),11.9,12,4.869,393.4,0.14,0.47,0.33,0.36,0.068,101.6,13.01,8.28
Canandaigua,5/8/2019,12:04:25,CGLT(1E),12.5,12,4.786,392.7,0.18,0.61,0.33,0.37,0.058,101.3,12.99,8.29
Canandaigua,5/8/2019,12:04:35,CGLT(1E),12.8,13,4.659,393,0.19,0.65,0.34,0.37,0.078,100.7,12.96,8.28
Canandaigua,5/8/2019,12:04:45,CGLT(1E),13,13,4.605,393.4,0.18,0.64,0.33,0.36,0.098,100.3,12.92,8.27
Canandaigua,5/8/2019,12:04:55,CGLT(1E),14,14,4.5875,393.6,0.215,0.745,0.33,0.365,0.083,99.85,12.875,8.255
Canandaigua,5/8/2019,12:05:15,CGLT(1E),14.1,14,4.579,393.6,0.2,0.69,0.35,0.39,0.068,99.5,12.83,8.25
Canandaigua,5/8/2019,12:05:25,CGLT(1E),15,15,4.578,393.6,0.18,0.63,0.34,0.37,0.068,99.5,12.83,8.24
Canandaigua,5/8/2019,12:05:35,CGLT(1E),15.1,15,4.5795,393.6,0.135,0.445,0.335,0.365,0.048,99.2,12.795,8.24
Canandaigua,5/8/2019,12:05:55,CGLT(1E),15.2,15,4.582,393.6,0.15,0.52,0.33,0.36,0.088,99.1,12.77,8.23
Canandaigua,5/8/2019,11:39:52,CGLT(1W),0.1,0,7.065,392.1,0.1,0.32,0.22,0.25,0.078,104.1,12.6,8.41
Canandaigua,5/8/2019,11:40:02,CGLT(1W),0.2,0,7,392.8,0.126666667,0.416666667,0.24,0.273333333,0.084666667,105.9,12.84,8.39
Canandaigua,5/8/2019,11:40:32,CGLT(1W),0.3,0,6.96425,393.125,0.1225,0.39,0.2575,0.29,0.098,106.65,12.9425,8.365
Canandaigua,5/8/2019,11:41:12,CGLT(1W),1.7,2,6.947,393.2,0.13,0.43,0.24,0.27,0.108,106.7,12.96,8.36
Canandaigua,5/8/2019,11:41:22,CGLT(1W),2.1,2,6.937,393.3,0.13,0.43,0.25,0.29,0.128,106.7,12.96,8.35
Canandaigua,5/8/2019,11:41:32,CGLT(1W),3.2,3,6.938,393.3,0.13,0.43,0.26,0.3,0.118,106.7,12.96,8.35
Canandaigua,5/8/2019,11:41:42,CGLT(1W),3.7,4,6.94,393.3,0.13,0.43,0.25,0.28,0.108,106.7,12.95,8.35
Canandaigua,5/8/2019,11:41:52,CGLT(1W),5,5,6.937,393.3,0.1,0.32,0.26,0.29,0.108,106.6,12.94,8.35
Canandaigua,5/8/2019,11:42:02,CGLT(1W),5.3,5,6.90725,393.45,0.12,0.3825,0.2675,0.3025,0.1155,106.5,12.945,8.35
Canandaigua,5/8/2019,11:42:42,CGLT(1W),6.3,6,6.91,393.5,0.13,0.44,0.27,0.3,0.088,106.5,12.95,8.35
Canandaigua,5/8/2019,11:42:52,CGLT(1W),7.1,7,6.898,393.4,0.12,0.39,0.25,0.28,0.118,106.4,12.93,8.34
Canandaigua,5/8/2019,11:43:02,CGLT(1W),8.7,9,6.861,393.7,0.14,0.45,0.26,0.29,0.128,106.1,12.91,8.34
Canandaigua,5/8/2019,11:43:22,CGLT(1W),10,10,6.7909,394.62,0.173,0.597,0.285,0.315,0.164,105.7,12.884,8.331
Canandaigua,5/8/2019,11:45:12,CGLT(1W),10.1,10,6.8075,394.6,0.17,0.58,0.305,0.335,0.163,105.75,12.885,8.33
Canandaigua,5/8/2019,11:45:32,CGLT(1W),11.7,12,6.794,394.4,0.18,0.63,0.27,0.3,0.178,105.4,12.85,8.32
Canandaigua,5/8/2019,11:45:42,CGLT(1W),13.7,14,5.198,398.6,0.2,0.68,0.27,0.3,0.108,101.2,12.83,8.32
Canandaigua,5/8/2019,11:45:52,CGLT(1W),14.9,15,4.904,390.8,0.19,0.65,0.29,0.32,0.068,100.6,12.86,8.31
Canandaigua,5/8/2019,11:46:02,CGLT(1W),15.1,15,4.57775,392.775,0.205,0.7225,0.3175,0.3475,0.0605,99.5,12.8325,8.2725
Canandaigua,5/8/2019,11:46:42,CGLT(1W),15.2,15,4.5115,393.5,0.18,0.64,0.305,0.34,0.053,98.95,12.785,8.245
Canandaigua,5/8/2019,11:47:02,CGLT(1W),16.1,16,4.487,393.6,0.14,0.44,0.33,0.36,0.018,98.6,12.75,8.24
Canandaigua,5/8/2019,12:33:29,CGLT(2),0,0,5.912,391.6,0.12,0.37,0.23,0.26,0.088,102.1,12.72,8.42
Canandaigua,5/8/2019,12:33:39,CGLT(2),0.1,0,5.787833333,392.9333333,0.115,0.371666667,0.251666667,0.281666667,0.109666667,103.7166667,12.96833333,8.366666667
Canandaigua,5/8/2019,12:34:39,CGLT(2),0.9,1,5.745,393.4,0.15,0.49,0.27,0.3,0.108,104.2,13.04,8.34
Canandaigua,5/8/2019,12:34:49,CGLT(2),1,1,5.721,393.4,0.14,0.46,0.27,0.303333333,0.101333333,104.1333333,13.04,8.333333333
Canandaigua,5/8/2019,12:35:19,CGLT(2),1.1,1,5.675,393.4,0.13,0.43,0.28,0.31,0.118,104.1,13.05,8.33
