Lake,Date,Time,Site,Depth_tenth_m,Depth_m,Temp,SpCnd,ChlaRFU,Chla,PCRFU,PC,Turb,DOSat,DOConc,pH
Canandaigua,7/8/2019,12:04:10,CGLT(1),7.7,8,18.577,390.4,0.33,1.27,0.13,0.13,0.462,105.6,9.87,8.29
Canandaigua,7/8/2019,12:04:20,CGLT(1),8,8,18.496,389.9,0.31,1.17,0.13,0.12,0.522,105.2,9.85,8.29
Canandaigua,7/8/2019,12:04:30,CGLT(1),8.1,8,18.421,390.4,0.33,1.26,0.13,0.13,0.642,105.2,9.86,8.29
Canandaigua,7/8/2019,12:04:40,CGLT(1),8.2,8,18.3675,390.5833333,0.326666667,1.24,0.141666667,0.141666667,0.645333333,105.1666667,9.871666667,8.28
Canandaigua,7/8/2019,12:05:50,CGLT(1),8.7,9,18.301,389.8,0.35,1.33,0.09,0.09,0.732,104.8,9.85,8.28
Canandaigua,7/8/2019,12:06:00,CGLT(1),9.6,10,17.6,386.5,0.29,1.09,0.16,0.15,0.862,102.5,9.77,8.27
Canandaigua,7/8/2019,12:06:10,CGLT(1),10,10,17.055,389.1,0.3,1.12,0.15,0.15,0.752,103.5,9.98,8.27
Canandaigua,7/8/2019,12:06:20,CGLT(1),10.1,10,16.902,389.7,0.29,1.1,0.1,0.1,0.672,103.9,10.05,8.26
Canandaigua,7/8/2019,12:06:30,CGLT(1),10.2,10,16.62966667,389.8,0.31,1.166666667,0.146666667,0.143333333,0.518666667,104.3,10.14666667,8.26
Canandaigua,7/8/2019,12:07:00,CGLT(1),10.5,11,16.434,388.7,0.28,1.07,0.14,0.13,0.392,104.1,10.16,8.26
Canandaigua,7/8/2019,12:07:10,CGLT(1),11.1,11,16.017,388.2,0.3,1.14,0.16,0.16,0.372,104.1,10.25,8.27
Canandaigua,7/8/2019,12:07:20,CGLT(1),11.2,11,15.801,389,0.28,1.06,0.15,0.15,0.322,105,10.4,8.27
Canandaigua,7/8/2019,12:07:30,CGLT(1),11.7,12,15.532,388.8,0.31,1.18,0.14,0.14,0.292,104.4,10.4,8.27
Canandaigua,7/8/2019,12:07:50,CGLT(1),12.1,12,15.15666667,390.4,0.286666667,1.096666667,0.173333333,0.166666667,0.365333333,104.2333333,10.46333333,8.253333333
Canandaigua,7/8/2019,12:08:20,CGLT(1),12.2,12,15.0985,390.7,0.31,1.185,0.185,0.185,0.357,104.2,10.475,8.25
Canandaigua,7/8/2019,12:08:40,CGLT(1),12.4,12,14.981,389.2,0.32,1.21,0.2,0.2,0.422,103.6,10.44,8.24
Canandaigua,7/8/2019,12:08:50,CGLT(1),12.6,13,14.686,389.3,0.29,1.09,0.2,0.2,0.432,103.2,10.46,8.24
Canandaigua,7/8/2019,12:09:00,CGLT(1),12.7,13,14.456,388.4,0.31,1.19,0.21,0.2,0.462,102.9,10.49,8.24
Canandaigua,7/8/2019,12:09:10,CGLT(1),12.9,13,14.129,386.7,0.34,1.32,0.17,0.17,0.362,101.8,10.44,8.23
Canandaigua,7/8/2019,12:09:20,CGLT(1),13.4,13,13.668,388.3,0.36,1.37,0.22,0.22,0.482,102,10.57,8.23
Canandaigua,7/8/2019,12:09:30,CGLT(1),14,14,12.999,389.2333333,0.37,1.406666667,0.24,0.24,0.468666667,102.3,10.77,8.21
Canandaigua,7/8/2019,12:10:30,CGLT(1),14.2,14,12.777,389,0.37,1.42,0.25,0.25,0.482,102,10.78,8.2
Canandaigua,7/8/2019,12:10:40,CGLT(1),15.1,15,12.184,385.6,0.39,1.48,0.24,0.23,0.472,100.7,10.78,8.2
Canandaigua,7/8/2019,12:10:50,CGLT(1),15.9,16,11.368,387,0.35,1.32,0.3,0.3,0.442,100.6,10.98,8.2
Canandaigua,7/8/2019,12:11:10,CGLT(1),16.1,16,10.7315,389.45,0.365,1.39,0.29,0.285,0.507,102.8,11.395,8.2
Canandaigua,7/8/2019,12:11:30,CGLT(1),16.3,16,10.614,389.9,0.33,1.24,0.27,0.26,0.472,103.3,11.48,8.2
Canandaigua,7/8/2019,12:11:40,CGLT(1),16.7,17,10.557,389.3,0.35,1.36,0.27,0.27,0.452,103.2,11.48,8.2
Canandaigua,7/8/2019,12:11:50,CGLT(1),17.2,17,10.236,386.4,0.35,1.34,0.33,0.33,0.442,102,11.43,8.19
Canandaigua,7/8/2019,12:12:00,CGLT(1),17.9,18,9.643,386.9,0.34,1.3,0.36,0.35,0.402,101.3,11.52,8.19
Canandaigua,7/8/2019,12:12:20,CGLT(1),18,18,9.1195,390.4,0.35,1.35,0.345,0.335,0.427,102.4,11.79,8.18
Canandaigua,7/8/2019,12:12:40,CGLT(1),18.2,18,9.082,390.5,0.33,1.28,0.34,0.34,0.472,102.6,11.82,8.18
Canandaigua,7/8/2019,12:12:50,CGLT(1),18.8,19,8.963,389.9,0.36,1.4,0.36,0.36,0.412,102,11.79,8.17
Canandaigua,7/8/2019,12:13:00,CGLT(1),19.5,20,8.679,387.9,0.29,1.12,0.36,0.35,0.432,100.3,11.67,8.15
Canandaigua,7/8/2019,12:13:20,CGLT(1),20.1,20,8.02,392,0.24,0.89,0.35,0.35,0.362,95.5,11.29,8.08
Canandaigua,7/8/2019,12:13:30,CGLT(1),20.2,20,8,392.2,0.23,0.87,0.32,0.32,0.312,94.6,11.19,8.07
Canandaigua,7/8/2019,12:13:40,CGLT(1),20.4,20,7.956,391.8,0.24,0.9,0.31,0.3,0.282,93.8,11.11,8.05
Canandaigua,7/8/2019,12:13:50,CGLT(1),20.8,21,7.8,391.5,0.24,0.89,0.35,0.35,0.322,92.5,11,8.04
Canandaigua,7/8/2019,12:14:00,CGLT(1),21.2,21,7.619,391.8,0.21,0.8,0.37,0.37,0.332,92.3,11.02,8.04
Canandaigua,7/8/2019,12:14:10,CGLT(1),21.9,22,7.472,391.7,0.21,0.79,0.34,0.33,0.292,91.8,11,8.02
Canandaigua,7/8/2019,12:14:20,CGLT(1),22.6,23,7.178,390.1,0.22,0.8,0.34,0.34,0.292,90.6,10.93,8.02
Canandaigua,7/8/2019,12:14:30,CGLT(1),23.1,23,6.851,392,0.28,1.04,0.36,0.35,0.262,90.8,11.04,8.02
Canandaigua,7/8/2019,12:14:40,CGLT(1),23.7,24,6.741,392.7,0.27,1.02,0.35,0.34,0.272,90.7,11.07,8.01
Canandaigua,7/8/2019,12:14:50,CGLT(1),24.3,24,6.616,392.3,0.32,1.21,0.33,0.33,0.312,90,11.02,8
Canandaigua,7/8/2019,12:15:00,CGLT(1),24.7,25,6.464,392.7,0.25,0.93,0.38,0.37,0.242,89.8,11.03,8
Canandaigua,7/8/2019,12:15:10,CGLT(1),24.9,25,6.29025,393.15,0.2825,1.0775,0.375,0.3725,0.252,89.95,11.1,7.99
Canandaigua,7/8/2019,12:15:50,CGLT(1),25.1,25,6.219,393.8,0.25,0.95,0.36,0.35,0.292,90.1,11.15,7.99
Canandaigua,7/8/2019,12:48:51,CGLT(1E),0,0,23.66,386.25,0.17,0.62,0.01,0.01,0.337,114.4,9.685,8.435
Canandaigua,7/8/2019,12:49:11,CGLT(1E),0.1,0,23.6685,386.15,0.155,0.545,0.005,0.015,0.327,114.8,9.71,8.44
Canandaigua,7/8/2019,12:49:31,CGLT(1E),0.7,1,23.649,386,0.17,0.63,0.05,0.04,0.292,114.9,9.73,8.44
Canandaigua,7/8/2019,12:49:51,CGLT(1E),0.9,1,23.601,386.15,0.195,0.725,-0.02,0,0.332,114.75,9.725,8.45
Canandaigua,7/8/2019,12:50:11,CGLT(1E),1,1,23.591,386.1,0.17,0.63,0.02,0.02,0.372,114.8,9.73,8.45
Canandaigua,7/8/2019,12:50:21,CGLT(1E),1.3,1,23.531,386,0.19,0.69,0.03,0.03,0.312,114.4,9.7,8.44
Canandaigua,7/8/2019,12:50:31,CGLT(1E),1.4,1,23.494,386.3,0.15,0.55,0.01,0.01,0.322,114.2,9.7,8.44
Canandaigua,7/8/2019,12:50:41,CGLT(1E),1.6,2,23.509,386.2,0.17,0.61,0.03,0.03,0.352,114.3,9.71,8.44
Canandaigua,7/8/2019,12:51:01,CGLT(1E),1.9,2,23.427,386.4,0.17,0.62,0.03,0.02,0.362,114.2,9.71,8.44
Canandaigua,7/8/2019,12:51:11,CGLT(1E),2,2,23.437,386.3,0.2,0.72,0.01,0.01,0.332,114.2,9.71,8.44
Canandaigua,7/8/2019,12:51:21,CGLT(1E),2.5,3,23.383,385.8,0.24,0.89,0.03,0.03,0.422,113.9,9.69,8.44
Canandaigua,7/8/2019,12:51:51,CGLT(1E),2.8,3,23.029,387.7666667,0.253333333,0.95,0.023333333,0.026666667,0.548666667,113.8333333,9.746666667,8.433333333
Canandaigua,7/8/2019,12:52:21,CGLT(1E),3,3,23.083,387.5,0.21,0.77,0.08,0.07,0.612,114.2,9.77,8.44
Canandaigua,7/8/2019,12:52:31,CGLT(1E),3.2,3,23.016,387.6,0.35,1.34,0.03,0.03,0.712,113.9,9.75,8.44
Canandaigua,7/8/2019,12:52:41,CGLT(1E),3.3,3,22.935,387.7,0.35,1.34,0.04,0.04,0.712,113.3,9.72,8.43
Canandaigua,7/8/2019,12:52:51,CGLT(1E),3.4,3,22.87,388.1,0.27,1.02,0.04,0.04,0.742,112.1,9.63,8.42
Canandaigua,7/8/2019,12:53:01,CGLT(1E),3.6,4,22.726,388.8,0.3,1.15,0.06,0.06,0.712,110.8,9.54,8.41
Canandaigua,7/8/2019,12:53:11,CGLT(1E),3.8,4,22.642,389.2,0.34,1.29,0.04,0.04,0.702,110.2,9.51,8.4
Canandaigua,7/8/2019,12:53:31,CGLT(1E),4,4,22.457,390,0.325,1.22,0.055,0.05,0.632,109.15,9.45,8.39
Canandaigua,7/8/2019,12:53:51,CGLT(1E),4.1,4,22.443,389.8,0.37,1.41,0.04,0.04,0.662,109,9.44,8.39
Canandaigua,7/8/2019,12:54:01,CGLT(1E),4.4,4,22.29,389.4,0.35,1.34,0.08,0.07,0.722,108.4,9.42,8.39
Canandaigua,7/8/2019,12:54:11,CGLT(1E),4.6,5,22.2,390,0.37,1.43,0.05,0.05,0.832,108.4,9.43,8.38
Canandaigua,7/8/2019,12:54:21,CGLT(1E),4.7,5,22.154,389.9,0.34,1.29,0.08,0.08,1.092,108.2,9.42,8.37
Canandaigua,7/8/2019,12:54:31,CGLT(1E),4.9,5,22.11,389.8,0.3,1.15,0.02,0.02,1.202,107.7,9.39,8.36
Canandaigua,7/8/2019,12:54:41,CGLT(1E),5.1,5,21.5224,389.26,0.296,1.112,0.066,0.066,1.542,105.94,9.338,8.326
Canandaigua,7/8/2019,12:55:41,CGLT(1E),6,6,20.623,389.4666667,0.356666667,1.36,0.073333333,0.07,2.035333333,103.4,9.276666667,8.29
Canandaigua,7/8/2019,12:56:21,CGLT(1E),6.1,6,20.417,390.5,0.36,1.39,0.1,0.09,2.192,104.1,9.38,8.29
Canandaigua,7/8/2019,12:56:31,CGLT(1E),6.9,7,20.268,390,0.385,1.49,0.1,0.095,2.307,104.1,9.405,8.29
Canandaigua,7/8/2019,12:57:01,CGLT(1E),7,7,20.179,390.4,0.37,1.42,0.09,0.08,2.222,104.3,9.44,8.29
Canandaigua,7/8/2019,12:57:11,CGLT(1E),7.4,7,20.158,390.5,0.44,1.71,0.14,0.14,2.152,104.1,9.43,8.28
Canandaigua,7/8/2019,12:57:21,CGLT(1E),7.8,8,20.094,390,0.4,1.54,0.11,0.11,2.442,103.2,9.35,8.27
Canandaigua,7/8/2019,12:57:31,CGLT(1E),8.1,8,19.91,390.5,0.43,1.663333333,0.11,0.11,2.662,100.5666667,9.153333333,8.233333333
Canandaigua,7/8/2019,12:58:01,CGLT(1E),8.2,8,19.844,390.8,0.38,1.46,0.17,0.16,2.732,99.3,9.04,8.21
Canandaigua,7/8/2019,12:58:11,CGLT(1E),9,9,19.388,390.8333333,0.336666667,1.276666667,0.126666667,0.12,2.408666667,95.1,8.743333333,8.15
Canandaigua,7/8/2019,12:58:51,CGLT(1E),9.3,9,19.192,391.1,0.33,1.26,0.16,0.15,2.162,94,8.67,8.13
Canandaigua,7/8/2019,12:59:01,CGLT(1E),9.8,10,18.984,388.7,0.31,1.18,0.16,0.16,1.492,89.7,8.31,8.12
Canandaigua,7/8/2019,12:59:11,CGLT(1E),9.9,10,18.36,389,0.3,1.13,0.17,0.17,1.342,90.9,8.53,8.11
Canandaigua,7/8/2019,12:59:21,CGLT(1E),10,10,17.9025,389.5,0.275,1.025,0.105,0.105,1.277,92,8.715,8.115
Canandaigua,7/8/2019,12:59:41,CGLT(1E),10.6,11,17.496,388.7,0.25,0.95,0.13,0.13,1.172,93.2,8.9,8.13
Canandaigua,7/8/2019,12:59:51,CGLT(1E),10.9,11,17.013,386.5,0.23,0.85,0.12,0.12,0.892,95,9.17,8.17
Canandaigua,7/8/2019,13:00:01,CGLT(1E),11.2,11,16.506,388.9,0.275,1.03,0.125,0.125,0.647,100.75,9.83,8.225
Canandaigua,7/8/2019,13:00:21,CGLT(1E),11.3,11,16.362,389.8,0.27,1.02,0.15,0.14,0.602,102.6,10.03,8.23
Canandaigua,7/8/2019,13:00:31,CGLT(1E),11.8,12,16.3,389.3,0.29,1.1,0.18,0.18,0.662,102.6,10.05,8.23
Canandaigua,7/8/2019,13:00:41,CGLT(1E),12,12,15.61,385.6,0.3,1.125,0.175,0.17,0.712,100.25,9.96,8.22
Canandaigua,7/8/2019,13:01:01,CGLT(1E),12.1,12,14.833,386.5,0.32,1.2,0.16,0.16,0.652,99.6,10.06,8.21
Canandaigua,7/8/2019,13:01:11,CGLT(1E),12.4,12,14.414,388.2,0.35,1.33,0.2,0.2,0.672,100.4,10.25,8.21
Canandaigua,7/8/2019,13:01:21,CGLT(1E),12.7,13,14.203,388.1,0.34,1.28,0.15,0.15,0.622,100.5,10.29,8.21
Canandaigua,7/8/2019,13:01:31,CGLT(1E),13.1,13,13.848,387,0.32,1.2,0.2,0.19,0.472,100.4,10.36,8.21
Canandaigua,7/8/2019,13:01:41,CGLT(1E),13.3,13,13.443,387.6,0.31,1.16,0.2,0.2,0.562,100.3,10.44,8.21
Canandaigua,7/8/2019,13:01:51,CGLT(1E),13.6,14,13.199,388.1,0.33,1.24,0.21,0.21,0.532,100.7,10.55,8.2
Canandaigua,7/8/2019,13:02:01,CGLT(1E),13.9,14,12.933,387.6,0.32,1.23,0.2,0.2,0.512,99.6,10.5,8.19
Canandaigua,7/8/2019,13:02:11,CGLT(1E),14.6,15,12.384,387.4,0.35,1.35,0.22,0.21,0.452,99.3,10.59,8.19
Canandaigua,7/8/2019,13:02:21,CGLT(1E),15,15,12.007,387.6,0.35,1.34,0.22,0.22,0.522,99.7,10.73,8.18
Canandaigua,7/8/2019,13:02:31,CGLT(1E),15.5,16,11.622,387.3,0.29,1.09,0.2,0.19,0.502,98.4,10.68,8.16
Canandaigua,7/8/2019,11:22:02,CGLT(1W),0,0,24.175,387.9,0.28,1.06,0,0,0.372,108,9.06,8.41
Canandaigua,7/8/2019,11:22:12,CGLT(1W),0.6,1,24.178,387.9,0.34,1.3,0.04,0.04,0.362,108,9.05,8.41
Canandaigua,7/8/2019,11:22:42,CGLT(1W),0.8,1,24.165,387.9,0.27,1.01,0.01,0,0.342,108.1,9.06,8.41
Canandaigua,7/8/2019,11:22:52,CGLT(1W),0.9,1,24.164,387.8,0.27,1.02,0,0.005,0.322,108.1,9.06,8.41
Canandaigua,7/8/2019,11:23:12,CGLT(1W),1.1,1,24.156,387.9,0.3,1.14,0.04,0.04,0.292,108,9.05,8.41
Canandaigua,7/8/2019,11:22:22,CGLT(1W),1.2,1,24.172,387.8,0.33,1.27,0.03,0.03,0.352,108,9.05,8.41
Canandaigua,7/8/2019,11:23:22,CGLT(1W),1.5,2,24.155,387.9,0.3,1.14,0,0,0.312,108,9.05,8.41
Canandaigua,7/8/2019,11:23:52,CGLT(1W),1.9,2,24.1285,387.85,0.31,1.185,0.015,0.01,0.352,107.4,9.01,8.405
Canandaigua,7/8/2019,11:24:12,CGLT(1W),2.2,2,24.111,387.7,0.29,1.09,0,0,0.312,107,8.98,8.4
Canandaigua,7/8/2019,11:24:22,CGLT(1W),2.7,3,23.947,387.45,0.24,0.9,0.01,0.01,0.337,101.35,8.535,8.34
Canandaigua,7/8/2019,11:25:02,CGLT(1W),2.8,3,23.922,387.8,0.26,0.96,0.05,0.04,0.332,103.1,8.68,8.34
Canandaigua,7/8/2019,11:25:12,CGLT(1W),3.2,3,23.857,387.3,0.25,0.93,0.01,0.01,0.322,96.3,8.12,8.27
Canandaigua,7/8/2019,11:25:22,CGLT(1W),3.8,4,23.549,385,0.25,0.92,0.01,0,0.352,103.1,8.74,8.3
Canandaigua,7/8/2019,11:25:52,CGLT(1W),4,4,22.26166667,388.1,0.383333333,1.48,0.046666667,0.043333333,0.355333333,111.0333333,9.653333333,8.39
Canandaigua,7/8/2019,11:25:32,CGLT(1W),4.2,4,22.4085,387.2,0.435,1.675,0.045,0.04,0.342,109.2,9.46,8.38
Canandaigua,7/8/2019,11:26:32,CGLT(1W),4.5,5,22.107,388.4,0.47,1.8,0.05,0.05,0.372,110.4,9.62,8.39
Canandaigua,7/8/2019,11:26:42,CGLT(1W),4.8,5,21.86,386.4,0.48,1.85,0.1,0.09,0.382,111,9.72,8.4
Canandaigua,7/8/2019,11:26:52,CGLT(1W),5,5,21.357,386,0.48,1.87,0.06,0.06,0.392,113.6,10.04,8.41
Canandaigua,7/8/2019,11:27:02,CGLT(1W),5.1,5,20.93725,387.3,0.44,1.695,0.0675,0.065,0.487,115.425,10.2925,8.4175
Canandaigua,7/8/2019,11:27:42,CGLT(1W),5.2,5,20.662,388,0.5,1.95,0.13,0.13,0.522,114.9,10.3,8.41
Canandaigua,7/8/2019,11:27:52,CGLT(1W),5.6,6,20.504,387.1,0.39,1.48,0.08,0.08,0.522,113.8,10.23,8.41
Canandaigua,7/8/2019,11:28:02,CGLT(1W),5.9,6,20.179,385.2,0.34,1.29,0.08,0.07,0.512,114.7,10.38,8.4
Canandaigua,7/8/2019,11:28:12,CGLT(1W),6,6,19.722,386.2,0.32,1.22,0.05,0.05,0.542,114.4,10.44,8.39
Canandaigua,7/8/2019,11:28:32,CGLT(1W),6.1,6,19.194,388.3,0.34,1.3,0.08,0.08,0.622,112.55,10.39,8.365
Canandaigua,7/8/2019,11:28:52,CGLT(1W),6.5,7,19.045,388.1,0.32,1.23,0.06,0.06,0.682,110.2,10.2,8.34
Canandaigua,7/8/2019,11:29:02,CGLT(1W),6.8,7,18.709,388.8,0.3,1.14,0.12,0.12,0.692,107.4,10.01,8.32
Canandaigua,7/8/2019,11:29:12,CGLT(1W),7,7,18.586,389.6,0.34,1.28,0.13,0.12,0.722,106.8,9.98,8.31
Canandaigua,7/8/2019,11:29:22,CGLT(1W),7.1,7,18.5395,389.8,0.33,1.255,0.14,0.14,0.662,106.55,9.965,8.3
Canandaigua,7/8/2019,11:29:42,CGLT(1W),7.2,7,18.5005,389.9,0.335,1.275,0.135,0.135,0.637,106.45,9.96,8.3
Canandaigua,7/8/2019,11:30:02,CGLT(1W),7.4,7,18.484,390,0.33,1.27,0.16,0.16,0.642,106.5,9.97,8.3
Canandaigua,7/8/2019,11:30:12,CGLT(1W),7.8,8,18.447,389.6,0.34,1.32,0.15,0.15,0.472,106,9.93,8.3
Canandaigua,7/8/2019,11:30:32,CGLT(1W),7.9,8,18.255,390.3,0.36,1.37,0.16,0.16,0.332,105.9,9.96,8.3
Canandaigua,7/8/2019,11:30:42,CGLT(1W),8,8,18.251,390.1,0.35,1.32,0.14,0.14,0.352,105.8,9.96,8.3
Canandaigua,7/8/2019,11:30:52,CGLT(1W),8.5,8,18.115,389.6,0.35,1.34,0.14,0.14,0.402,105.3,9.93,8.3
Canandaigua,7/8/2019,11:31:02,CGLT(1W),8.8,9,18.022,390.1,0.34,1.3,0.16,0.15,0.412,105.2,9.94,8.29
Canandaigua,7/8/2019,11:31:12,CGLT(1W),9,9,17.963,390.4333333,0.33,1.26,0.156666667,0.156666667,0.492,105,9.936666667,8.29
Canandaigua,7/8/2019,11:31:42,CGLT(1W),9.2,9,17.945,390.4,0.37,1.41,0.16,0.16,0.502,104.9,9.93,8.28
Canandaigua,7/8/2019,11:31:52,CGLT(1W),9.7,10,17.935,390.4,0.36,1.37,0.17,0.17,0.472,104.7,9.92,8.28
Canandaigua,7/8/2019,11:32:02,CGLT(1W),9.9,10,17.906,390.58,0.332,1.262,0.15,0.146,0.52,104.54,9.91,8.272
Canandaigua,7/8/2019,11:33:02,CGLT(1W),10,10,17.899,390.6,0.33,1.25,0.15,0.15,0.532,104.5,9.9,8.27
Canandaigua,7/8/2019,11:33:12,CGLT(1W),10.2,10,17.891,390.4,0.35,1.32,0.11,0.11,0.512,104.4,9.9,8.27
Canandaigua,7/8/2019,11:33:22,CGLT(1W),10.6,11,17.779,389.6,0.28,1.04,0.16,0.15,0.542,103.7,9.85,8.26
Canandaigua,7/8/2019,11:33:52,CGLT(1W),10.8,11,17.2715,392.5,0.24,0.9,0.16,0.16,0.582,104.55,10.045,8.25
Canandaigua,7/8/2019,11:33:32,CGLT(1W),11.1,11,17.422,386.6,0.24,0.9,0.1,0.1,0.492,102.3,9.78,8.26
Canandaigua,7/8/2019,11:34:12,CGLT(1W),11.3,11,17.271,386.5,0.27,1.02,0.14,0.14,0.522,101.9,9.78,8.25
Canandaigua,7/8/2019,11:34:22,CGLT(1W),11.8,12,16.561,387.2,0.26,0.99,0.17,0.17,0.462,102,9.93,8.26
Canandaigua,7/8/2019,11:34:32,CGLT(1W),12,12,15.56666667,387.7666667,0.313333333,1.19,0.163333333,0.16,0.532,102.0666667,10.15333333,8.253333333
Canandaigua,7/8/2019,11:35:02,CGLT(1W),12.1,12,15.169,389,0.34,1.29,0.17,0.17,0.512,102.4,10.28,8.25
Canandaigua,7/8/2019,11:35:12,CGLT(1W),12.3,12,14.714,388.4,0.31,1.18,0.19,0.19,0.482,102.1,10.34,8.25
Canandaigua,7/8/2019,11:35:22,CGLT(1W),12.6,13,14.422,388.6,0.32,1.21,0.14,0.13,0.462,102.5,10.45,8.25
Canandaigua,7/8/2019,11:35:32,CGLT(1W),12.9,13,14.115,388.7,0.3,1.14,0.23,0.23,0.562,102.4,10.52,8.24
Canandaigua,7/8/2019,11:35:42,CGLT(1W),13.2,13,13.8035,389.2,0.335,1.265,0.235,0.23,0.557,102.75,10.62,8.24
Canandaigua,7/8/2019,11:36:02,CGLT(1W),13.3,13,13.73,390,0.33,1.25,0.2,0.19,0.582,103.3,10.69,8.24
Canandaigua,7/8/2019,13:29:31,CGLT(2),0.2,0,24.175,387,0.14,0.51,0.01,0.01,0.212,111.7,9.37,8.42
Canandaigua,7/8/2019,13:29:41,CGLT(2),0.3,0,24.211,386.6,0.13,0.47,-0.01,0,0.192,111.7,9.35,8.42
Canandaigua,7/8/2019,13:29:51,CGLT(2),0.7,1,24.111,386.3,0.16,0.59,0.01,0.01,0.252,111.5,9.35,8.42
Canandaigua,7/8/2019,13:30:01,CGLT(2),1,1,24.025,386.3,0.16,0.59,0,0,0.232,111.4,9.36,8.42
Canandaigua,7/8/2019,13:30:11,CGLT(2),1.4,1,23.809,387.1,0.17,0.6,0,0,0.342,110.7,9.34,8.42
Canandaigua,7/8/2019,13:30:21,CGLT(2),1.7,2,23.648,388.1,0.16,0.59,0,0,0.342,110.5,9.36,8.42
Canandaigua,7/8/2019,13:30:31,CGLT(2),2,2,23.554,388.6,0.24,0.88,0.02,0.01,0.372,110.5,9.37,8.42
Canandaigua,7/8/2019,13:30:41,CGLT(2),2.3,2,23.474,388.8,0.23,0.88,0.02,0.01,0.332,110.5,9.39,8.42
Canandaigua,7/8/2019,13:30:51,CGLT(2),2.7,3,23.333,388.7,0.26,0.97,0.03,0.03,0.392,110.3,9.39,8.42
Canandaigua,7/8/2019,13:31:01,CGLT(2),3.1,3,23.098,388,0.34,1.28,0.02,0.02,0.342,109.5,9.36,8.42
Canandaigua,7/8/2019,13:31:11,CGLT(2),3.3,3,22.704,389.1,0.39,1.49,0.05,0.05,0.382,109,9.39,8.41
Canandaigua,7/8/2019,13:32:11,CGLT(2),3.4,3,22.323,391.5,0.5,1.92,0.11,0.1,0.412,110.1,9.56,8.4
Canandaigua,7/8/2019,13:31:21,CGLT(2),3.6,4,22.393,389.5,0.45,1.73,0.035,0.03,0.492,108.75,9.425,8.395
Canandaigua,7/8/2019,13:31:31,CGLT(2),3.9,4,22.1365,389.5,0.48,1.85,0.045,0.04,0.482,108.35,9.44,8.395
Canandaigua,7/8/2019,13:32:41,CGLT(2),4.1,4,21.791,390.3,0.55,2.15,0.11,0.11,0.432,108.4,9.51,8.39
Canandaigua,7/8/2019,13:32:51,CGLT(2),4.2,4,21.744,390.5,0.5,1.93,0.1,0.1,0.472,108.7,9.54,8.39
Canandaigua,7/8/2019,13:31:41,CGLT(2),4.3,4,22.009,389.4,0.54,2.08,0.08,0.07,0.532,108.3,9.45,8.39
Canandaigua,7/8/2019,13:48:22,CGLT(3),0,0,24.801,384,0.11,0.37,-0.01,0,0.202,123.1,10.2,8.49
Canandaigua,7/8/2019,13:48:32,CGLT(3),0.2,0,24.705,383.1,0.12,0.43,-0.09,0,0.232,122.5,10.16,8.48
Canandaigua,7/8/2019,13:48:42,CGLT(3),0.7,1,24.485,383.4,0.13,0.44,-0.02,0,0.192,121.8,10.15,8.48
Canandaigua,7/8/2019,13:48:52,CGLT(3),0.9,1,24.297,384,0.14,0.52,-0.08,0,0.232,120.8,10.1,8.48
Canandaigua,7/8/2019,13:49:02,CGLT(3),1.4,1,24.161,384.5,0.16,0.58,0,0,0.262,119.3,10,8.47
Canandaigua,7/8/2019,13:49:12,CGLT(3),1.8,2,23.997,385.4,0.17,0.62,-0.02,0,0.252,116.5,9.8,8.45
Canandaigua,7/8/2019,13:49:22,CGLT(3),2.2,2,23.868,386.2,0.2,0.75,-0.04,0,0.292,113.8,9.59,8.45
Canandaigua,7/8/2019,13:49:32,CGLT(3),2.5,3,23.374,384.4,0.28,1.06,0.01,0,0.512,110.6,9.4,8.44
Canandaigua,7/8/2019,13:49:42,CGLT(3),2.8,3,22.27,384.3,0.31,1.19,-0.03,0,0.322,112.8,9.79,8.45
Canandaigua,7/8/2019,13:49:52,CGLT(3),3.1,3,21.523,386,0.31,1.18,0.02,0.02,0.462,112.7,9.93,8.44
Canandaigua,7/8/2019,13:50:02,CGLT(3),3.5,3,20.938,386.3,0.3,1.13,0.02,0.02,0.752,110.9,9.88,8.41
Canandaigua,7/8/2019,14:11:30,CGLT(4),0.3,0,24.843,385,0.16,0.56,-0.05,0,0.432,117.7,9.74,8.32
Canandaigua,7/8/2019,14:11:40,CGLT(4),0.6,1,24.489,385.1,0.17,0.63,0.01,0.01,0.462,120.2,10.01,8.35
Canandaigua,7/8/2019,14:11:50,CGLT(4),1.1,1,24.129,382.1,0.21,0.79,0.02,0.02,0.422,127.6,10.7,8.39
Canandaigua,7/8/2019,14:12:00,CGLT(4),1.5,1,23.148,378,0.15,0.54,0,0,0.242,143.7,12.27,8.51
Canandaigua,7/8/2019,14:21:58,CGLT(4E),0.1,0,25.383,381.6,0.1,0.33,0,0,0.242,134.2,11,8.49
Canandaigua,7/8/2019,14:22:08,CGLT(4E),0.5,0,24.794,382.9,0.15,0.54,-0.01,0,0.262,125.6,10.4,8.44
Canandaigua,7/8/2019,14:22:18,CGLT(4E),0.8,1,24.109,383.2,0.27,1.01,0,0,0.392,121.6,10.2,8.43
Canandaigua,7/8/2019,14:22:28,CGLT(4E),1.1,1,23.383,382.1,0.53,2.05,0.04,0.04,0.462,127.2,10.81,8.44
Canandaigua,7/8/2019,14:22:38,CGLT(4E),1.3,1,23.015,382,0.24,0.88,-0.03,0,0.272,132,11.31,8.49
